fire_location_latitude,fire_location_longitude
55.635667,-114.919167
55.03555,-115.566733
55.9875,-113.873333
54.361783,-116.736867
54.378367,-117.144783
54.686067,-115.408733
54.11785,-115.559533
54.677017,-115.536217
54.473083,-115.6399
54.655617,-115.386033
51.154,-114.989167
51.2709,-115.006517
53.657317,-116.643717
53.8067,-115.55365
53.670867,-116.28635
54.425833,-118.483333
55.068267,-117.50965
54.890209,-117.33734
55.045333,-118.68605
54.39125,-119.8511
58.714333,-118.736167
58.7007,-118.93095
58.713133,-118.756117
58.709367,-118.6933
58.761467,-118.725783
58.747767,-118.718817
58.72455,-118.707383
58.441617,-117.220583
58.50325,-115.15065
58.502017,-115.92535
58.357733,-115.833483
58.695633,-118.706517
58.611767,-117.097283
58.419183,-114.542583
58.410667,-114.555333
58.46255,-114.575867
58.204983,-115.6083
58.200983,-115.647483
57.9036,-116.7216
58.1781,-115.694783
58.23035,-116.4937
59.18235,-118.666783
58.563683,-119.166867
58.409192,-115.862001
55.92372,-110.73431
55.917117,-110.737367
55.08305,-112.471933
55.934983,-110.719383
55.366668,-111.363185
55.938954,-110.719491
54.689817,-111.906133
55.1615,-113.026167
54.987088,-110.882255
55.898417,-110.747
54.562248,-111.222673
55.91145,-110.741967
54.78135,-111.800133
55.83516,-112.59001
56.47995,-112.8532
56.412283,-111.4434
56.390367,-111.44535
56.44079,-111.180354
56.836567,-117.4258
55.909183,-116.9768
52.971267,-115.571983
52.676617,-115.3671
56.941,-113.483633
55.798,-116.32
55.9615,-115.495667
55.2965,-114.738167
55.861,-113.43295
55.688275,-115.097246
55.189667,-114.6505
55.191167,-114.614667
55.89175,-115.649433
55.338867,-116.787117
55.248422,-115.395342
56.685017,-115.67285
55.2442,-115.40275
55.290581,-116.263542
55.243933,-114.084083
55.54315,-114.0029
55.9005,-115.626983
55.251333,-114.895417
54.099433,-115.57925
54.407367,-114.70575
54.0651,-115.36735
54.504117,-114.3198
54.753633,-114.915383
54.424617,-117.016883
50.8389,-114.637967
51.63255,-115.10349
51.152967,-114.856667
53.828083,-116.471433
53.523317,-115.411883
53.599367,-116.510667
53.56305,-115.96455
53.157567,-115.332417
53.57375,-116.574033
54.017483,-119.219483
55.02475,-116.916567
54.831,-118.647917
55.098567,-117.846533
54.833783,-118.656
54.384617,-118.7742
54.519967,-117.60045
55.054117,-117.5008
55.570367,-118.827467
55.052265,-119.012569
58.428783,-115.828817
58.470067,-114.4994
58.470117,-114.49625
58.400033,-115.954367
58.446433,-116.628067
58.450183,-114.923633
59.053267,-117.729917
58.54875,-114.670583
55.917117,-110.736367
54.50715,-110.303075
54.646046,-111.917282
55.903767,-110.752133
55.924983,-110.734683
54.917586,-112.123282
55.939383,-110.7168
55.917717,-110.733483
55.92635,-110.7285
55.9216,-110.735567
55.915983,-110.740717
55.928433,-110.731683
55.928467,-110.731033
54.566183,-110.62865
55.943917,-110.713833
55.033917,-112.910283
54.46705,-111.19035
54.96846,-113.34458
55.903583,-110.751117
55.185583,-112.512967
55.528767,-110.57105
55.601717,-112.608933
54.634167,-110.098233
55.94665,-110.8998
55.93105,-110.168517
56.475833,-111.206733
56.648283,-111.44405
56.4278,-111.308317
56.38081,-111.288975
56.673502,-110.825603
56.737567,-111.498
56.64045,-111.433633
56.686267,-117.548533
56.47195,-116.398467
52.832342,-114.877394
52.32205,-114.91775
52.650283,-115.411333
52.600083,-115.740633
52.441483,-116.13165
52.255233,-115.0351
53.110867,-115.43015
51.92155,-114.733283
52.77955,-115.37665
52.868817,-116.167967
52.528583,-115.278583
55.2327,-114.1605
55.280333,-116.269167
55.911683,-113.703717
55.013483,-115.25101
56.924217,-114.806667
57.124883,-115.048233
55.436967,-114.2045
55.904967,-113.51385
54.10315,-116.6143
54.072417,-115.604867
54.076933,-115.572883
54.132567,-115.801467
54.10345,-115.638683
54.47095,-114.579733
54.1281,-116.173867
54.6134,-115.588867
54.597267,-115.48265
54.598622,-115.485487
54.150733,-116.136
51.161717,-114.861883
51.164567,-114.870117
51.451233,-114.678867
51.279233,-115.142683
51.403583,-115.0659
50.881833,-115.3895
53.535445,-116.50988
53.1937,-115.3182
54.78015,-119.65765
55.75615,-119.364033
55.031517,-118.5657
55.044467,-118.52855
54.739567,-117.185433
54.800217,-119.10555
55.23695,-118.2501
54.4306,-118.263883
54.94055,-118.826867
54.823767,-119.417783
54.935383,-118.808467
58.510961,-115.13692
58.464033,-114.485267
58.467346,-114.495502
58.46243,-114.416407
58.467346,-114.551277
58.710833,-118.692333
58.705683,-118.695267
58.70795,-118.697583
58.712283,-118.703233
58.710933,-118.7272
58.467346,-114.48173
58.520549,-115.131481
58.70745,-118.699633
58.4581,-114.557233
58.706891,-118.682352
58.816333,-118.725667
58.480767,-114.519767
58.524483,-118.91725
58.462206,-114.55487
58.573767,-116.769783
58.496093,-119.344862
57.92135,-116.925533
59.120333,-117.66
58.807918,-118.726767
58.435967,-114.585683
58.8103,-118.759583
57.680883,-115.3443
58.133501,-116.313128
58.113544,-116.23369
58.148233,-116.317033
58.703617,-118.673033
58.450671,-119.236755
58.390733,-115.9171
55.273683,-111.537367
56.72705,-111.3809
54.619933,-111.727883
55.917133,-110.73675
55.931817,-110.725767
55.931533,-110.7286
55.03485,-111.5396
55.917462,-110.732993
55.915233,-110.736183
55.919817,-110.73445
55.9169,-110.7384
55.906667,-110.742983
55.929333,-110.724167
54.513033,-110.242433
55.929867,-110.724633
55.9237,-110.733967
54.9925,-111.540833
55.431283,-110.774583
54.476867,-113.826683
56.053071,-110.562572
54.927879,-112.817149
54.342448,-110.958026
55.1186,-114.039
55.130883,-112.5732
54.652,-111.914667
54.8975,-111.8335
55.550333,-111.098833
55.210583,-113.196717
54.8975,-110.438667
55.947867,-110.821267
54.704833,-110.437
54.985833,-110.878833
54.833867,-111.395917
55.60645,-110.987717
55.149,-112.969167
54.753102,-111.286848
56.94325,-111.506167
56.978233,-111.513
56.990086,-111.553473
56.433833,-111.160217
56.964361,-111.578039
58.107033,-110.839333
56.929807,-111.519253
56.55115,-111.323017
56.551533,-111.323067
56.5508,-111.322383
56.550433,-111.323117
56.53985,-111.339217
56.341267,-112.786783
56.285067,-111.59525
57.15975,-117.24195
56.4825,-117.952617
56.6903,-117.398433
57.373533,-119.76565
57.00145,-117.717267
56.61945,-116.9528
57.90465,-117.618767
57.75505,-118.834733
56.8857,-117.383683
56.832467,-117.270267
56.841817,-117.283883
56.438883,-116.096833
56.508733,-119.74365
57.199033,-118.3329
52.522967,-115.967667
53.013,-115.544833
52.143033,-115.458433
52.435317,-115.327033
51.883767,-115.369317
55.515333,-116.164283
56.147,-113.853367
55.007567,-115.511467
55.317538,-115.446632
54.95,-115.491333
54.946688,-115.504191
55.383333,-114.316667
55.94635,-113.912183
55.04095,-115.420333
57.1006,-115.040583
54.861667,-115.532667
55.950233,-113.7697
55.719883,-115.112667
55.6491,-115.019933
55.607667,-114.971833
55.653,-115.046
56.013267,-113.898417
55.672417,-113.368583
55.678433,-113.373367
55.683617,-113.3778
55.2577,-114.689667
55.9345,-115.0768
55.691943,-115.096112
55.167267,-114.8047
55.253833,-115.708483
54.439383,-115.607656
54.355167,-116.6959
54.042733,-115.766617
54.188233,-115.794633
54.00785,-115.34355
54.2367,-115.255683
51.121567,-115.00425
51.104967,-115.041033
51.098467,-115.048867
49.606133,-114.381567
50.907833,-115.2
51.374467,-115.214717
53.879933,-115.765467
53.562817,-115.974083
53.4679,-117.3338
53.461017,-117.343167
53.279417,-115.540783
53.656883,-115.803183
53.470683,-117.7963
55.070833,-118.730833
54.745033,-117.28875
54.897222,-117.198889
54.565533,-117.623033
54.985467,-119.421817
54.961217,-117.185667
54.976967,-119.355267
54.8992,-119.6797
59.00825,-114.77435
58.380217,-116.0482
58.391533,-114.6747
58.39275,-114.671633
58.4045,-114.7469
58.706183,-118.693333
58.7094,-118.682783
58.7044,-118.68935
58.706445,-118.681717
58.710217,-118.6658
58.481884,-114.467614
58.467346,-114.52339
58.691483,-118.666783
58.6974,-118.683733
58.710633,-118.706483
58.70805,-118.700983
58.467346,-114.537506
58.467346,-114.551277
58.467346,-114.537506
58.712383,-118.711617
58.56495,-116.772867
58.467346,-114.495502
58.699883,-118.683467
58.711893,-118.72913
58.713933,-118.769517
58.71595,-118.7586
58.452807,-114.579165
58.81147,-118.717683
58.810417,-118.71975
58.485333,-114.498083
58.464783,-114.43945
58.466308,-114.448743
58.439167,-114.5182
58.469767,-114.540317
58.466283,-114.53825
58.525499,-115.151036
58.189402,-118.196082
59.303967,-118.615067
58.162133,-116.56865
58.295617,-115.968417
58.463333,-114.45
58.474567,-114.043717
55.938567,-110.719217
55.9378,-110.719717
55.90585,-110.746167
55.927767,-110.72335
55.938183,-110.719833
55.94035,-110.717117
55.9387,-110.720467
55.92335,-110.733383
55.9322,-110.728017
55.93705,-110.719883
55.928367,-110.731083
55.943167,-110.7127
55.93415,-110.721383
55.951691,-110.703054
55.836883,-112.179967
55.92992,-110.729159
55.92992,-110.729159
55.907167,-110.74585
55.93534,-110.713045
55.91565,-110.74015
55.91525,-110.740783
55.955183,-110.709733
55.917683,-110.738967
55.917267,-110.73755
55.9587,-110.706733
55.933717,-110.721517
55.934017,-110.72075
55.9263,-110.723183
55.917167,-110.737133
55.91485,-110.740617
55.917883,-110.741217
55.925383,-110.732417
55.915267,-110.73575
55.9235,-110.733233
55.9312,-110.723367
55.92915,-110.7247
55.92925,-110.72445
55.929617,-110.724667
55.91155,-110.7413
55.911517,-110.740983
55.914217,-110.739617
55.915233,-110.73775
55.929217,-110.720833
55.9065,-110.745983
55.896683,-110.749517
55.929833,-110.725183
55.925483,-110.7241
55.927333,-110.723167
55.9034,-110.75135
55.928783,-110.7306
55.928483,-110.731067
55.926033,-110.73
55.93475,-110.72145
55.94395,-110.712
55.9828,-110.66175
54.674767,-111.842883
55.93295,-110.722817
55.9599,-110.70555
55.9599,-110.70555
55.9342,-110.7219
55.90415,-110.745483
55.926967,-110.721617
55.916567,-110.738633
55.907383,-110.74435
55.907933,-110.7455
55.962017,-110.702583
54.82935,-114.078167
54.9145,-111.9
54.789467,-111.877067
55.905033,-110.745517
55.9069,-110.763383
55.279017,-113.232433
55.273083,-111.551933
54.618367,-111.836833
55.76575,-111.175433
55.07295,-113.5757
55.067933,-113.761617
54.775167,-114.081517
56.279417,-110.880167
54.630017,-110.374267
56.270383,-110.77175
54.7573,-113.905183
54.704183,-110.3838
56.279007,-110.762129
54.656691,-111.888625
56.59175,-111.2274
56.930133,-111.462333
56.417033,-111.165667
57.376799,-111.57569
57.323333,-111.576667
56.587083,-110.898967
57.135,-111.606667
56.4013,-111.013933
56.792367,-111.8148
56.66,-111.38295
56.63,-111.111783
56.6849,-111.43205
56.636083,-111.149317
56.670833,-111.463733
56.6062,-111.11475
56.433473,-111.048642
57.23655,-110.8328
56.761783,-111.547783
56.160133,-111.241117
56.340533,-110.751217
56.570883,-111.11615
57.57465,-112.47595
56.508217,-116.646133
56.440817,-116.105167
55.9887,-116.7596
56.554417,-116.276617
56.904817,-116.12305
56.438233,-116.1226
58.0111,-117.2678
58.0025,-117.990333
56.4574,-116.350917
53.140333,-115.259633
52.622993,-114.969353
52.669333,-115.1
52.619633,-115.017933
53,-115.166667
53.008771,-115.013232
52.631667,-114.879
52.45355,-115.060733
52.459058,-115.118317
53.106688,-115.015515
52.70619,-115.37365
52.563,-115.096883
52.664333,-114.982
53.059329,-115.161783
53.052099,-115.89312
52.592017,-114.934083
53.0795,-115.90485
52.000506,-116.49664
52.69555,-115.944167
52.588617,-115.4747
52.5058,-116.148483
55.329503,-115.796945
55.185217,-116.165283
56.18601,-114.154736
55.1867,-116.232083
55.864317,-113.449867
55.949983,-113.776833
55.948483,-113.812317
55.9479,-113.799767
55.91535,-113.9015
55.912667,-115.64705
55.943933,-113.78525
55.950067,-113.776683
55.905171,-115.62278
55.903333,-115.625267
56.1338,-113.86095
55.959733,-113.914367
56.939185,-114.728833
55.3355,-115.21795
55.355704,-115.795896
56.962299,-113.417057
55.234095,-114.054423
57.101158,-115.040501
55.864767,-113.451483
56.5361,-115.241817
56.53425,-115.24015
55.98275,-113.8977
55.934767,-113.7771
55.911567,-113.59825
55.930425,-115.613424
56.056433,-115.255383
55.937262,-113.775598
55.2836,-115.8837
55.043,-115.408833
55.170785,-116.513386
56.4845,-114.552667
55.94271,-115.113539
55.303167,-114.591167
55.223,-115.349667
55.006833,-115.318
55.144785,-116.247732
55.914931,-113.92404
55.378767,-114.667033
54.9598,-115.201283
56.520984,-115.231264
56.526283,-116.055267
56.585383,-115.4113
56.682483,-114.5918
57.327141,-114.878353
54.863022,-115.402503
55.30475,-114.591867
55.27295,-115.360417
55.953533,-113.920917
54.8206,-115.38405
55.946,-113.753667
55.962333,-113.8265
55.943583,-113.77445
55.3818,-114.721217
55.24366,-114.71321
56.448183,-115.989583
56.698974,-115.998151
54.932,-115.2817
55.609117,-114.976233
56.02035,-115.591917
54.315756,-115.68163
54.253867,-115.25925
54.3346,-115.196533
54.239167,-115.663333
54.085167,-115.759167
54.021617,-116.674667
54.2715,-115.666817
54.586167,-115.839167
54.037167,-116.696333
54.58575,-116.773
54.3755,-116.926333
54.339167,-116.939833
54.410733,-116.620583
54.371167,-116.882167
54.203,-116.797333
54.418,-116.8845
54.395667,-116.916167
54.073875,-116.759372
54.583517,-114.561233
54.759333,-115.331167
54.6235,-115.460667
54.44715,-115.558017
54.101217,-115.678883
54.476667,-114.821667
54.042667,-116.679867
54.043867,-115.719883
51.190483,-114.636433
51.18635,-114.685117
53.675983,-117.136633
53.671617,-115.245417
53.548867,-115.443233
53.36776,-117.57275
53.448817,-117.470917
53.540083,-116.983317
53.6614,-116.43605
53.54615,-115.368667
53.377333,-117.650167
53.852783,-116.443467
53.749067,-115.437533
53.918433,-116.724883
53.3036,-115.617767
53.83,-117.57555
53.7237,-116.9785
54.0207,-119.216133
54.020783,-119.2167
55.066576,-117.385045
54.999354,-117.451582
54.3205,-119.11545
55.260683,-116.928917
55.058167,-117.509
55.028683,-117.8528
55.443517,-119.759
55.004067,-117.335267
55.23825,-118.25445
55.23425,-118.2601
55.568717,-118.699217
55.358083,-117.149017
54.815367,-119.935083
55.755829,-119.350993
55.514333,-119.134883
55.232237,-118.261986
55.026944,-118.543056
55.269722,-118.206944
56.270517,-119.12645
55.488267,-118.3633
55.56045,-118.695833
55.216045,-117.965601
58.458333,-114.541667
58.710833,-118.716667
58.709062,-118.70359
58.706891,-118.682352
58.5413,-114.5924
58.54145,-114.609383
58.71135,-118.68605
58.516333,-115.1564
58.70725,-118.6987
58.706891,-118.696261
58.455633,-114.544267
59.039868,-117.724119
58.467346,-114.48173
58.708697,-118.707041
58.713033,-118.754333
58.460122,-114.551277
58.699833,-118.68825
58.7095,-118.680667
58.706891,-118.668094
58.39867,-114.69163
58.3985,-114.6795
58.467346,-114.537506
58.464567,-114.574
58.4689,-114.57275
58.47466,-114.495502
58.4672,-114.536033
58.457783,-114.529133
58.467346,-114.537506
58.399917,-114.693833
58.467167,-114.5275
58.708697,-118.664617
58.498229,-115.119705
58.2324,-114.3836
58.812867,-118.711917
58.802733,-118.7159
58.45918,-114.5292
58.490267,-115.147383
58.4909,-115.153933
58.707683,-118.6921
58.50088,-115.11983
58.51965,-115.139267
58.46985,-114.51495
58.463083,-114.567283
58.714115,-118.696261
58.714115,-118.696261
58.719067,-118.70515
58.709,-118.688
58.314833,-116.238933
58.462117,-114.5105
58.38995,-116.013983
58.523217,-116.7074
58.706891,-118.682352
55.926737,-110.731852
55.93165,-110.724917
55.942367,-110.716117
55.935183,-110.7205
55.271033,-113.232867
55.932683,-110.723117
55.941533,-110.719317
55.939725,-110.718812
55.91235,-110.744117
55.1403,-114.037117
55.911283,-110.73935
55.9201,-110.737933
55.929717,-110.725067
55.926617,-110.724717
55.9344,-110.725183
54.665983,-113.55465
54.478583,-111.5027
54.619056,-111.846844
55.9599,-110.7077
55.928113,-110.719491
55.92075,-110.737233
55.91685,-110.736617
55.904517,-110.7444
55.840367,-110.886183
54.900033,-114.17755
54.896933,-114.201617
54.858884,-112.290719
54.675717,-110.561917
55.2006,-113.198917
56.42685,-111.05435
56.451517,-116.1266
56.477417,-116.414167
56.9731,-117.749583
56.065,-116.78575
56.47795,-116.414383
56.466033,-116.40005
56.436683,-117.344517
56.468106,-116.405024
55.81475,-116.52235
52.815333,-114.814183
52.641252,-115.12514
52.446567,-115.792367
52.029917,-115.143967
52.676133,-115.3527
52.502083,-116.10535
52.197167,-114.7845
52.42805,-115.191417
52.482067,-114.93695
52.100633,-116.425667
52.397401,-115.910077
55.15235,-116.122337
55.917883,-115.64955
55.958967,-113.8351
55.355983,-115.660717
55.39628,-116.076326
55.396702,-116.080879
55.609721,-116.251082
55.39895,-116.1059
55.402,-116.303283
55.94875,-113.814183
55.732267,-116.425083
55.951667,-113.9175
