id,fire_location_latitude,fire_location_longitude,fire_year
747,55.9237,-110.733967,2012
748,54.9925,-111.540833,2012
749,55.431283,-110.774583,2012
750,54.476867,-113.826683,2012
751,56.053071,-110.562572,2012
752,54.927879,-112.817149,2012
753,54.342448,-110.958026,2012
754,55.1186,-114.039,2012
755,55.130883,-112.5732,2012
756,54.652,-111.914667,2012
757,54.8975,-111.8335,2012
758,55.550333,-111.098833,2012
759,55.210583,-113.196717,2012
760,54.8975,-110.438667,2012
761,55.947867,-110.821267,2012
762,54.704833,-110.437,2012
763,54.985833,-110.878833,2012
764,54.833867,-111.395917,2012
765,55.60645,-110.987717,2012
766,55.149,-112.969167,2012
767,54.753102,-111.286848,2012
768,56.94325,-111.506167,2012
769,56.978233,-111.513,2012
770,56.990086,-111.553473,2012
771,56.433833,-111.160217,2012
772,56.964361,-111.578039,2012
773,58.107033,-110.839333,2012
774,56.929807,-111.519253,2012
775,56.55115,-111.323017,2012
776,56.551533,-111.323067,2012
777,56.5508,-111.322383,2012
778,56.550433,-111.323117,2012
779,56.53985,-111.339217,2012
780,56.341267,-112.786783,2012
781,56.285067,-111.59525,2012
782,57.15975,-117.24195,2012
783,56.4825,-117.952617,2012
784,56.6903,-117.398433,2012
785,57.373533,-119.76565,2012
786,57.00145,-117.717267,2012
787,56.61945,-116.9528,2012
788,57.90465,-117.618767,2012
789,57.75505,-118.834733,2012
790,56.8857,-117.383683,2012
791,56.832467,-117.270267,2012
792,56.841817,-117.283883,2012
793,56.438883,-116.096833,2012
794,56.508733,-119.74365,2012
795,57.199033,-118.3329,2012
796,52.522967,-115.967667,2012
797,53.013,-115.544833,2012
798,52.143033,-115.458433,2012
799,52.435317,-115.327033,2012
800,51.883767,-115.369317,2012
801,55.515333,-116.164283,2012
802,56.147,-113.853367,2012
803,55.007567,-115.511467,2012
804,55.317538,-115.446632,2012
805,54.95,-115.491333,2012
806,54.946688,-115.504191,2012
807,55.383333,-114.316667,2012
808,55.94635,-113.912183,2012
809,55.04095,-115.420333,2012
810,57.1006,-115.040583,2012
811,54.861667,-115.532667,2012
812,55.950233,-113.7697,2012
813,55.719883,-115.112667,2012
814,55.6491,-115.019933,2012
815,55.607667,-114.971833,2012
816,55.653,-115.046,2012
817,56.013267,-113.898417,2012
818,55.672417,-113.368583,2012
819,55.678433,-113.373367,2012
820,55.683617,-113.3778,2012
821,55.2577,-114.689667,2012
822,55.9345,-115.0768,2012
823,55.691943,-115.096112,2012
824,55.167267,-114.8047,2012
825,55.253833,-115.708483,2012
826,54.439383,-115.607656,2012
827,54.355167,-116.6959,2012
828,54.042733,-115.766617,2012
829,54.188233,-115.794633,2012
830,54.00785,-115.34355,2012
831,54.2367,-115.255683,2012
832,51.121567,-115.00425,2011
833,51.104967,-115.041033,2011
834,51.098467,-115.048867,2011
835,49.606133,-114.381567,2011
836,50.907833,-115.2,2011
837,51.374467,-115.214717,2011
838,53.879933,-115.765467,2011
839,53.562817,-115.974083,2011
840,53.4679,-117.3338,2011
841,53.461017,-117.343167,2011
842,53.279417,-115.540783,2011
843,53.656883,-115.803183,2011
844,53.470683,-117.7963,2011
845,55.070833,-118.730833,2011
846,54.745033,-117.28875,2011
847,54.897222,-117.198889,2011
848,54.565533,-117.623033,2011
849,54.985467,-119.421817,2011
850,54.961217,-117.185667,2011
851,54.976967,-119.355267,2011
852,54.8992,-119.6797,2011
853,59.00825,-114.77435,2011
854,58.380217,-116.0482,2011
855,58.391533,-114.6747,2011
856,58.39275,-114.671633,2011
857,58.4045,-114.7469,2011
858,58.706183,-118.693333,2011
859,58.7094,-118.682783,2011
860,58.7044,-118.68935,2011
861,58.706445,-118.681717,2011
862,58.710217,-118.6658,2011
863,58.481884,-114.467614,2011
864,58.467346,-114.52339,2011
865,58.691483,-118.666783,2011
866,58.6974,-118.683733,2011
867,58.710633,-118.706483,2011
868,58.70805,-118.700983,2011
869,58.467346,-114.537506,2011
870,58.467346,-114.551277,2011
