fire_year,current_size,fire_location_latitude,fire_location_longitude,assessment_hectares,fire_spread_rate,temperature,relative_humidity,wind_speed,fire_fighting_start_size,fire_origin_encoded,fire_type_encoded,general_cause_desc_encoded,weather_conditions_over_fire_encoded,temperature_encoded,relative_humidity_encoded,wind_speed_encoded,current_size_bin_encoded
2014,0.05,52.676617,-115.3671,0.05,0.5,17.0,35.0,14.0,0.05,1,2,10,2,0.6499999999999999,0.35000000000000003,0.15555555555555556,0
2014,0.01,56.941,-113.483633,0.01,0.1,15.0,41.0,5.0,0.01,4,2,9,2,0.6166666666666667,0.41000000000000003,0.05555555555555556,0
2014,0.6,55.798,-116.32,0.6,1.0,17.4,47.0,2.0,0.6,3,1,10,2,0.6566666666666666,0.47000000000000003,0.022222222222222223,0
2014,2.6,55.9615,-115.495667,2.0,1.5,15.0,38.0,7.0,2.0,1,2,10,2,0.6166666666666667,0.38,0.07777777777777778,0
2014,0.2,55.2965,-114.738167,0.2,0.3,15.0,42.0,15.0,0.2,4,2,9,2,0.6166666666666667,0.42,0.16666666666666669,0
2014,0.01,55.861,-113.43295,0.01,0.1,18.0,51.0,19.0,0.01,1,1,10,0,0.6666666666666666,0.51,0.2111111111111111,0
2014,0.1,55.688275,-115.097246,0.1,0.0,20.0,48.0,0.0,0.1,4,1,6,3,0.7,0.48,0.0,0
2014,0.16,55.189667,-114.6505,0.1,1.0,25.0,35.0,10.0,0.1,4,2,6,2,0.7833333333333333,0.35000000000000003,0.11111111111111112,0
2014,0.1,55.191167,-114.614667,0.1,1.0,25.0,35.0,10.0,0.1,4,2,6,2,0.7833333333333333,0.35000000000000003,0.11111111111111112,0
2014,0.01,55.89175,-115.649433,0.01,1.0,28.6,31.0,0.0,0.01,1,1,9,2,0.8433333333333333,0.31,0.0,0
2014,0.2,55.338867,-116.787117,0.5,0.0,21.0,44.0,7.0,0.2,3,2,2,2,0.7166666666666666,0.44,0.07777777777777778,0
2014,0.01,55.248422,-115.395342,0.01,0.0,16.0,62.0,5.0,0.01,3,1,9,2,0.6333333333333333,0.62,0.05555555555555556,0
2014,0.01,56.685017,-115.67285,0.01,0.0,15.7,51.0,3.0,0.01,4,2,6,2,0.6283333333333333,0.51,0.03333333333333333,0
2014,1.3,55.2442,-115.40275,1.0,1.0,20.0,41.0,5.0,1.3,3,2,9,2,0.7,0.41000000000000003,0.05555555555555556,0
2014,0.01,55.290581,-116.263542,0.01,0.1,18.0,76.0,5.0,0.01,4,1,9,3,0.6666666666666666,0.76,0.05555555555555556,0
2014,0.1,55.243933,-114.084083,0.1,0.0,-3.0,67.0,5.0,0.01,4,1,9,3,0.31666666666666665,0.67,0.05555555555555556,0
2014,0.01,55.54315,-114.0029,0.01,0.1,-11.0,60.0,7.0,0.1,4,1,9,3,0.18333333333333332,0.6,0.07777777777777778,0
2014,0.1,55.9005,-115.626983,0.04,1.0,-9.0,75.0,7.0,0.04,2,1,9,2,0.21666666666666665,0.75,0.07777777777777778,0
2014,7.7,55.251333,-114.895417,7.7,0.0,-1.0,60.0,5.0,7.7,4,2,1,2,0.35,0.6,0.05555555555555556,1
2014,3.0,54.099433,-115.57925,1.5,5.0,14.7,25.0,10.0,1.5,3,2,9,2,0.6116666666666666,0.25,0.11111111111111112,0
2014,0.8,54.407367,-114.70575,0.01,1.0,20.0,42.0,5.0,0.01,3,1,0,3,0.7,0.42,0.05555555555555556,0
2014,0.01,54.0651,-115.36735,0.01,0.0,22.0,34.0,2.0,0.01,4,2,5,3,0.7333333333333333,0.34,0.022222222222222223,0
2014,1.88,54.504117,-114.3198,2.0,7.0,12.0,31.0,5.0,2.0,4,1,9,3,0.5666666666666667,0.31,0.05555555555555556,0
2014,0.01,54.753633,-114.915383,0.01,0.0,17.0,60.0,5.0,0.01,4,2,9,2,0.6499999999999999,0.6,0.05555555555555556,0
2014,0.01,54.424617,-117.016883,0.01,0.0,2.3,82.0,0.0,0.01,4,1,9,3,0.40499999999999997,0.8200000000000001,0.0,0
2013,0.01,50.8389,-114.637967,0.01,1.0,23.0,13.0,4.0,0.01,4,2,9,2,0.75,0.13,0.044444444444444446,0
2013,0.01,51.63255,-115.10349,0.2,0.0,25.0,12.0,10.0,0.2,4,2,10,3,0.7833333333333333,0.12,0.11111111111111112,0
2013,0.01,51.152967,-114.856667,0.01,0.5,22.0,40.0,15.0,0.01,1,2,10,2,0.7333333333333333,0.4,0.16666666666666669,0
2013,0.05,53.828083,-116.471433,0.05,0.0,12.0,38.0,5.0,0.01,4,2,2,2,0.5666666666666667,0.38,0.05555555555555556,0
2013,1.67,53.523317,-115.411883,0.5,1.0,22.0,34.0,5.0,0.5,4,2,9,2,0.7333333333333333,0.34,0.05555555555555556,0
2013,0.3,53.599367,-116.510667,0.04,2.0,28.7,24.0,5.0,0.4,3,2,10,2,0.845,0.24,0.05555555555555556,0
2013,0.2,53.56305,-115.96455,0.2,0.0,27.0,26.0,5.0,0.2,3,2,9,2,0.8166666666666667,0.26,0.05555555555555556,0
2013,0.2,53.157567,-115.332417,0.2,1.0,21.0,28.0,10.0,0.2,4,2,4,2,0.7166666666666666,0.28,0.11111111111111112,0
2013,0.5,53.57375,-116.574033,0.3,1.0,25.0,24.0,15.0,0.3,3,2,9,0,0.7833333333333333,0.24,0.16666666666666669,0
2013,0.4,54.017483,-119.219483,0.4,0.1,26.0,45.0,20.0,0.4,4,2,9,3,0.8,0.45,0.22222222222222224,0
2013,0.7,55.02475,-116.916567,1.5,3.0,22.0,30.0,5.0,1.5,3,2,9,2,0.7333333333333333,0.3,0.05555555555555556,0
2013,0.5,54.831,-118.647917,0.5,30.0,19.0,30.0,30.0,0.05,4,2,4,2,0.6833333333333333,0.3,0.33333333333333337,0
2013,8.7,55.098567,-117.846533,2.5,5.0,26.0,32.0,66.0,2.5,4,0,6,2,0.8,0.32,0.7333333333333334,2
2013,0.25,54.833783,-118.656,0.25,2.0,30.0,31.0,8.0,0.25,4,2,4,2,0.8666666666666667,0.31,0.08888888888888889,0
2013,0.5,54.384617,-118.7742,0.5,2.0,17.0,35.0,5.0,0.5,4,2,4,3,0.6499999999999999,0.35000000000000003,0.05555555555555556,0
2013,481.8,54.519967,-117.60045,0.5,1.0,21.0,26.0,20.0,5.0,4,2,6,2,0.7166666666666666,0.26,0.22222222222222224,10
2013,0.01,55.054117,-117.5008,0.01,0.0,11.0,68.0,5.0,0.01,1,2,9,2,0.5499999999999999,0.68,0.05555555555555556,0
2013,0.01,55.570367,-118.827467,0.01,0.0,5.0,71.0,12.0,0.01,4,2,6,2,0.44999999999999996,0.71,0.13333333333333333,0
2013,0.01,55.052265,-119.012569,0.01,0.0,9.0,70.0,10.0,0.01,3,1,10,2,0.5166666666666666,0.7000000000000001,0.11111111111111112,0
2013,0.15,58.428783,-115.828817,0.2,0.5,15.0,25.0,3.0,0.15,3,2,10,2,0.6166666666666667,0.25,0.03333333333333333,0
2013,0.1,58.470067,-114.4994,0.1,0.0,23.0,27.0,6.0,0.1,1,2,9,2,0.75,0.27,0.06666666666666667,0
2013,0.1,58.470117,-114.49625,0.1,0.1,23.0,26.0,6.0,0.1,1,2,9,2,0.75,0.26,0.06666666666666667,0
2013,0.35,58.400033,-115.954367,0.3,0.5,20.5,40.0,5.0,0.3,3,2,6,2,0.7083333333333333,0.4,0.05555555555555556,0
2013,84.5,58.446433,-116.628067,1.5,2.5,25.3,21.0,10.0,1.5,3,2,6,2,0.7883333333333333,0.21,0.11111111111111112,10
2013,1.0,58.450183,-114.923633,1.5,0.0,17.0,68.0,7.0,1.5,4,1,9,2,0.6499999999999999,0.68,0.07777777777777778,0
2013,0.1,59.053267,-117.729917,0.1,0.0,21.6,58.0,3.0,0.1,1,1,9,2,0.7266666666666667,0.58,0.03333333333333333,0
2013,0.3,58.54875,-114.670583,0.3,0.1,29.0,44.0,10.0,0.2,4,2,10,3,0.85,0.44,0.11111111111111112,0
2013,0.2,55.917117,-110.736367,0.2,0.5,15.0,38.0,7.0,0.2,1,2,10,2,0.6166666666666667,0.38,0.07777777777777778,0
2013,0.1,54.50715,-110.303075,0.1,5.0,25.0,22.0,8.0,0.1,1,2,10,2,0.7833333333333333,0.22,0.08888888888888889,0
2013,0.2,54.646046,-111.917282,0.2,3.0,30.0,11.0,15.0,0.2,1,2,10,2,0.8666666666666667,0.11,0.16666666666666669,0
2013,0.05,55.903767,-110.752133,0.03,5.0,27.0,20.0,8.0,0.03,3,2,10,0,0.8166666666666667,0.2,0.08888888888888889,0
2013,0.2,55.924983,-110.734683,0.5,5.0,30.0,18.0,7.0,0.2,1,2,10,0,0.8666666666666667,0.18,0.07777777777777778,0
2013,2.9,54.917586,-112.123282,2.2,0.1,17.0,47.0,15.0,2.2,3,2,10,2,0.6499999999999999,0.47000000000000003,0.16666666666666669,0
2013,0.1,55.939383,-110.7168,0.1,1.0,6.0,30.0,20.0,0.1,1,2,10,2,0.4666666666666667,0.3,0.22222222222222224,0
2013,0.05,55.917717,-110.733483,0.05,2.0,8.0,27.0,7.0,0.05,1,2,10,0,0.5,0.27,0.07777777777777778,0
2013,0.1,55.92635,-110.7285,0.1,1.0,6.0,30.0,15.0,0.1,1,2,10,2,0.4666666666666667,0.3,0.16666666666666669,0
2013,0.6,55.9216,-110.735567,0.5,5.0,19.0,22.0,15.0,0.6,1,2,10,0,0.6833333333333333,0.22,0.16666666666666669,0
2013,0.1,55.915983,-110.740717,0.1,0.0,8.0,30.0,15.0,0.1,1,2,10,2,0.5,0.3,0.16666666666666669,0
2013,0.01,55.928433,-110.731683,0.01,0.0,17.0,30.0,9.0,0.01,1,2,10,3,0.6499999999999999,0.3,0.1,0
2013,0.01,55.928467,-110.731033,0.01,0.0,17.0,30.0,9.0,0.01,1,2,10,3,0.6499999999999999,0.3,0.1,0
2013,0.5,54.566183,-110.62865,0.05,2.0,22.0,25.0,5.0,0.5,4,2,9,2,0.7333333333333333,0.25,0.05555555555555556,0
2013,0.3,55.943917,-110.713833,1.0,1.0,24.0,21.0,5.0,1.0,1,2,10,2,0.7666666666666666,0.21,0.05555555555555556,0
2013,0.3,55.033917,-112.910283,0.05,1.0,21.0,30.0,12.0,0.3,4,2,9,2,0.7166666666666666,0.3,0.13333333333333333,0
2013,0.01,54.46705,-111.19035,0.01,0.0,19.0,44.0,5.0,0.01,4,2,6,2,0.6833333333333333,0.44,0.05555555555555556,0
2013,2.1,54.96846,-113.34458,1.5,2.0,28.0,20.0,30.0,1.5,3,2,0,2,0.8333333333333333,0.2,0.33333333333333337,0
2013,0.02,55.903583,-110.751117,0.02,0.0,26.0,25.0,3.0,0.02,4,2,10,0,0.8,0.25,0.03333333333333333,0
2013,0.01,55.185583,-112.512967,0.01,0.0,19.0,53.0,4.0,0.01,3,2,10,1,0.6833333333333333,0.53,0.044444444444444446,0
2013,0.02,55.528767,-110.57105,0.01,0.1,20.0,50.0,0.0,0.02,4,2,9,2,0.7,0.5,0.0,0
2013,0.01,55.601717,-112.608933,0.01,0.0,24.0,41.0,20.0,0.01,4,1,9,2,0.7666666666666666,0.41000000000000003,0.22222222222222224,0
2013,0.1,54.634167,-110.098233,0.05,1.0,16.0,53.0,21.0,0.05,4,2,9,3,0.6333333333333333,0.53,0.23333333333333334,0
2013,0.01,55.94665,-110.8998,0.01,0.0,6.0,65.0,10.0,0.01,4,1,9,3,0.4666666666666667,0.65,0.11111111111111112,0
2013,0.01,55.93105,-110.168517,0.01,0.1,-20.0,70.0,10.0,0.01,4,1,9,3,0.033333333333333326,0.7000000000000001,0.11111111111111112,0
2013,0.2,56.475833,-111.206733,0.2,0.0,20.0,60.0,0.0,0.2,4,1,6,3,0.7,0.6,0.0,0
2013,0.6,56.648283,-111.44405,0.5,4.9,23.0,35.0,0.0,0.5,4,2,9,2,0.75,0.35000000000000003,0.0,0
2013,0.01,56.4278,-111.308317,0.01,0.9,26.0,55.0,0.0,0.01,4,2,9,2,0.8,0.55,0.0,0
2013,0.01,56.38081,-111.288975,0.01,0.0,21.0,39.0,15.0,0.01,4,2,9,2,0.7166666666666666,0.39,0.16666666666666669,0
2013,0.01,56.673502,-110.825603,0.01,0.0,23.0,63.0,10.0,0.01,4,2,9,3,0.75,0.63,0.11111111111111112,0
2013,0.01,56.737567,-111.498,0.01,0.0,15.0,55.0,1.0,0.01,4,2,9,2,0.6166666666666667,0.55,0.011111111111111112,0
2013,0.1,56.64045,-111.433633,0.1,1.0,6.0,79.0,10.0,0.1,4,2,9,3,0.4666666666666667,0.79,0.11111111111111112,0
2013,0.1,56.686267,-117.548533,0.1,1.0,17.0,32.0,10.0,0.1,4,2,8,2,0.6499999999999999,0.32,0.11111111111111112,0
2013,0.04,56.47195,-116.398467,0.01,0.5,22.0,27.0,15.0,0.04,1,2,10,2,0.7333333333333333,0.27,0.16666666666666669,0
2013,0.05,52.832342,-114.877394,0.05,0.0,16.0,25.0,12.0,0.05,4,2,5,3,0.6333333333333333,0.25,0.13333333333333333,0
2013,1.8,52.32205,-114.91775,1.0,2.0,16.0,27.0,20.0,1.0,3,2,10,2,0.6333333333333333,0.27,0.22222222222222224,0
2013,0.2,52.650283,-115.411333,0.01,0.1,22.0,19.0,5.0,0.01,1,2,10,2,0.7333333333333333,0.19,0.05555555555555556,0
2013,2.1,52.600083,-115.740633,0.5,2.0,22.0,25.0,15.0,0.5,4,0,9,0,0.7333333333333333,0.25,0.16666666666666669,0
2013,244.2,52.441483,-116.13165,0.1,2.0,24.0,12.0,8.0,0.1,4,2,1,2,0.7666666666666666,0.12,0.08888888888888889,10
2013,0.01,52.255233,-115.0351,0.01,0.5,27.0,43.0,0.0,0.1,4,2,9,2,0.8166666666666667,0.43,0.0,0
2013,575.6,53.110867,-115.43015,1.0,10.0,21.0,19.0,53.0,1.0,4,1,4,3,0.7166666666666666,0.19,0.5888888888888889,10
2013,0.8,51.92155,-114.733283,0.8,2.5,20.0,26.0,15.0,0.8,3,2,6,3,0.7,0.26,0.16666666666666669,0
2013,0.01,52.77955,-115.37665,0.01,0.0,19.0,13.0,1.0,0.01,4,1,4,3,0.6833333333333333,0.13,0.011111111111111112,0
2013,22.5,52.868817,-116.167967,1.0,10.0,23.5,24.0,30.0,25.0,4,2,6,2,0.7583333333333333,0.24,0.33333333333333337,5
2013,0.8,52.528583,-115.278583,1.0,5.0,14.0,42.0,4.0,1.0,4,2,9,3,0.6,0.42,0.044444444444444446,0
2013,2.9,55.2327,-114.1605,0.3,1.0,20.0,35.0,0.0,0.3,3,2,10,2,0.7,0.35000000000000003,0.0,0
2013,0.1,55.280333,-116.269167,0.1,1.0,22.0,39.0,20.0,0.1,2,2,6,2,0.7333333333333333,0.39,0.22222222222222224,0
2013,0.01,55.911683,-113.703717,0.01,0.1,24.0,35.0,15.0,0.01,1,2,6,2,0.7666666666666666,0.35000000000000003,0.16666666666666669,0
2013,0.01,55.013483,-115.25101,0.01,0.1,6.0,81.0,6.0,0.01,4,1,2,2,0.4666666666666667,0.81,0.06666666666666667,0
2013,0.4,56.924217,-114.806667,0.2,1.0,19.0,35.0,10.0,0.3,4,2,6,2,0.6833333333333333,0.35000000000000003,0.11111111111111112,0
2013,0.01,57.124883,-115.048233,0.01,0.0,17.0,80.0,17.0,0.01,4,2,6,3,0.6499999999999999,0.8,0.18888888888888888,0
2013,0.01,55.436967,-114.2045,0.01,0.0,8.0,62.0,0.0,0.01,4,1,9,3,0.5,0.62,0.0,0
2013,0.01,55.904967,-113.51385,0.01,0.0,7.2,70.0,2.0,0.01,1,2,10,3,0.48666666666666664,0.7000000000000001,0.022222222222222223,0
2013,1.26,54.10315,-116.6143,0.5,2.0,28.0,27.0,30.0,1.3,4,2,4,3,0.8333333333333333,0.27,0.33333333333333337,0
2013,0.7,54.072417,-115.604867,1.0,5.0,22.0,36.0,15.0,1.0,4,2,6,3,0.7333333333333333,0.36,0.16666666666666669,0
2013,0.01,54.076933,-115.572883,0.01,0.0,22.0,39.0,20.0,0.01,4,1,6,3,0.7333333333333333,0.39,0.22222222222222224,0
2013,0.01,54.132567,-115.801467,0.01,0.1,23.0,21.0,8.0,0.01,4,0,6,0,0.75,0.21,0.08888888888888889,0
2013,0.01,54.10345,-115.638683,0.01,0.0,23.0,35.0,5.0,0.01,3,1,10,3,0.75,0.35000000000000003,0.05555555555555556,0
2013,2.5,54.47095,-114.579733,0.5,3.0,23.0,30.0,3.0,0.8,4,2,9,2,0.75,0.3,0.03333333333333333,0
2013,17.1,54.1281,-116.173867,3.0,5.0,27.0,28.0,25.0,3.0,4,2,6,2,0.8166666666666667,0.28,0.2777777777777778,4
2013,0.1,54.6134,-115.588867,1.0,5.0,20.0,29.0,30.0,0.1,4,1,6,3,0.7,0.29,0.33333333333333337,0
2013,0.1,54.597267,-115.48265,0.1,2.0,22.0,42.0,21.0,0.1,4,2,6,3,0.7333333333333333,0.42,0.23333333333333334,0
2013,0.1,54.598622,-115.485487,0.1,2.0,22.0,42.0,21.0,0.1,4,2,6,3,0.7333333333333333,0.42,0.23333333333333334,0
2013,0.01,54.150733,-116.136,0.1,0.0,-12.0,84.0,0.0,0.01,4,1,9,3,0.16666666666666663,0.84,0.0,0
2012,0.3,51.161717,-114.861883,0.3,0.1,20.0,20.0,5.0,0.3,1,2,10,3,0.7,0.2,0.05555555555555556,0
2012,0.01,51.164567,-114.870117,0.01,0.0,16.0,45.0,5.0,0.01,1,2,10,3,0.6333333333333333,0.45,0.05555555555555556,0
2012,0.02,51.451233,-114.678867,0.02,0.0,16.0,47.0,0.0,0.02,4,2,0,3,0.6333333333333333,0.47000000000000003,0.0,0
2012,0.01,51.279233,-115.142683,0.01,0.1,25.0,33.0,10.0,0.01,4,2,9,2,0.7833333333333333,0.33,0.11111111111111112,0
2012,0.01,51.403583,-115.0659,0.01,0.1,18.0,41.0,0.0,0.01,4,2,9,2,0.6666666666666666,0.41000000000000003,0.0,0
2012,0.01,50.881833,-115.3895,0.01,0.5,18.0,32.0,10.0,0.01,5,2,9,2,0.6666666666666666,0.32,0.11111111111111112,0
2012,12.48,53.535445,-116.50988,2.5,1.0,15.4,27.0,10.0,2.5,4,2,10,3,0.6233333333333333,0.27,0.11111111111111112,3
2012,0.5,53.1937,-115.3182,0.5,0.5,29.0,62.0,4.0,0.5,4,2,6,3,0.85,0.62,0.044444444444444446,0
2012,0.8,54.78015,-119.65765,0.01,1.0,11.0,27.0,24.0,0.01,4,1,1,3,0.5499999999999999,0.27,0.26666666666666666,0
2012,0.2,55.75615,-119.364033,0.2,1.0,20.0,24.0,5.0,0.2,4,2,4,3,0.7,0.24,0.05555555555555556,0
2012,0.3,55.031517,-118.5657,0.2,1.0,16.0,20.0,3.0,0.2,4,2,9,2,0.6333333333333333,0.2,0.03333333333333333,0
2012,1.1,55.044467,-118.52855,0.5,1.0,16.0,20.0,3.0,0.5,4,2,9,2,0.6333333333333333,0.2,0.03333333333333333,0
2012,1.1,54.739567,-117.185433,0.5,1.0,22.0,24.0,2.0,0.9,4,2,9,2,0.7333333333333333,0.24,0.022222222222222223,0
2012,0.5,54.800217,-119.10555,0.1,0.1,19.0,24.0,0.0,0.5,4,2,4,3,0.6833333333333333,0.24,0.0,0
2012,0.01,55.23695,-118.2501,0.01,0.0,10.0,65.0,0.0,0.01,3,2,9,3,0.5333333333333333,0.65,0.0,0
2012,0.01,54.4306,-118.263883,0.01,0.0,15.0,79.0,6.0,0.01,4,2,6,4,0.6166666666666667,0.79,0.06666666666666667,0
2012,1.2,54.94055,-118.826867,2.5,2.0,19.0,30.0,15.0,1.0,3,1,6,2,0.6833333333333333,0.3,0.16666666666666669,0
2012,0.1,54.823767,-119.417783,0.5,0.5,24.0,30.0,5.0,0.5,4,2,9,2,0.7666666666666666,0.3,0.05555555555555556,0
2012,0.01,54.935383,-118.808467,0.01,0.0,13.0,50.0,90.0,0.01,4,2,6,3,0.5833333333333333,0.5,1.0,0
2012,0.01,58.510961,-115.13692,0.01,0.5,10.0,40.0,10.0,0.01,1,2,10,2,0.5333333333333333,0.4,0.11111111111111112,0
2012,6.0,58.464033,-114.485267,6.0,0.0,0.0,31.0,6.0,6.0,1,2,9,2,0.36666666666666664,0.31,0.06666666666666667,1
2012,1.0,58.467346,-114.495502,0.1,0.5,6.0,43.0,5.0,0.01,1,2,9,3,0.4666666666666667,0.43,0.05555555555555556,0
2012,6.2,58.46243,-114.416407,3.0,1.0,17.0,33.0,3.0,6.2,4,2,9,3,0.6499999999999999,0.33,0.03333333333333333,1
2012,0.04,58.467346,-114.551277,0.04,0.5,15.0,30.0,3.0,0.04,1,2,10,1,0.6166666666666667,0.3,0.03333333333333333,0
2012,1.0,58.710833,-118.692333,1.0,0.5,10.0,90.0,5.0,0.1,1,2,10,3,0.5333333333333333,0.9,0.05555555555555556,0
2012,0.1,58.705683,-118.695267,0.1,0.5,10.0,95.0,5.0,0.1,1,2,10,3,0.5333333333333333,0.9500000000000001,0.05555555555555556,0
2012,0.04,58.70795,-118.697583,0.04,1.0,12.0,70.0,5.0,1.0,1,2,10,3,0.5666666666666667,0.7000000000000001,0.05555555555555556,0
2012,1.0,58.712283,-118.703233,1.0,1.0,8.0,100.0,5.0,1.0,1,2,10,3,0.5,1.0,0.05555555555555556,0
2012,1.0,58.710933,-118.7272,1.0,4.0,8.0,100.0,5.0,1.0,1,2,10,3,0.5,1.0,0.05555555555555556,0
2012,0.3,58.467346,-114.48173,0.05,1.0,16.0,33.0,15.0,0.05,1,2,10,3,0.6333333333333333,0.33,0.16666666666666669,0
2012,1.3,58.520549,-115.131481,1.5,0.5,12.0,27.0,18.0,1.5,1,2,10,2,0.5666666666666667,0.27,0.2,0
2012,2.1,58.70745,-118.699633,1.5,3.0,17.0,46.0,20.0,1.5,1,1,10,3,0.6499999999999999,0.46,0.22222222222222224,0
2012,0.2,58.4581,-114.557233,0.2,0.1,18.0,51.0,15.0,0.17,1,1,10,3,0.6666666666666666,0.51,0.16666666666666669,0
2012,0.01,58.706891,-118.682352,0.01,0.0,16.0,0.0,5.0,0.01,1,2,10,3,0.6333333333333333,0.0,0.05555555555555556,0
2012,32.6,58.816333,-118.725667,20.0,1.5,6.0,65.0,5.0,20.0,1,2,9,3,0.4666666666666667,0.65,0.05555555555555556,8
2012,3.07,58.480767,-114.519767,0.2,1.0,25.0,30.0,5.0,0.2,1,2,2,2,0.7833333333333333,0.3,0.05555555555555556,0
2012,0.1,58.524483,-118.91725,0.1,0.0,20.0,26.0,10.0,0.1,4,2,6,3,0.7,0.26,0.11111111111111112,0
2012,1.4,58.462206,-114.55487,1.5,6.0,18.0,40.0,25.0,1.4,1,2,10,3,0.6666666666666666,0.4,0.2777777777777778,0
2012,0.7,58.573767,-116.769783,0.5,1.0,23.0,35.0,5.0,0.7,3,2,6,3,0.75,0.35000000000000003,0.05555555555555556,0
2012,0.5,58.496093,-119.344862,0.7,0.0,26.7,23.0,6.0,0.5,4,2,9,3,0.8116666666666666,0.23,0.06666666666666667,0
2012,1689.0,57.92135,-116.925533,3.0,5.0,24.0,20.0,25.0,3.0,3,2,0,2,0.7666666666666666,0.2,0.2777777777777778,10
2012,0.01,59.120333,-117.66,0.01,0.0,23.0,26.0,25.0,0.01,4,2,6,2,0.75,0.26,0.2777777777777778,0
2012,3.0,58.807918,-118.726767,3.0,5.0,26.7,24.0,13.0,2.9,1,2,9,2,0.8116666666666666,0.24,0.14444444444444446,0
2012,0.8,58.435967,-114.585683,0.8,0.0,15.0,20.0,0.0,0.6,1,2,9,2,0.6166666666666667,0.2,0.0,0
2012,7.9,58.8103,-118.759583,0.7,1.0,7.0,40.0,5.0,4.0,1,2,9,2,0.4833333333333333,0.4,0.05555555555555556,1
2012,0.15,57.680883,-115.3443,0.5,0.5,24.0,40.0,8.0,0.15,4,2,1,2,0.7666666666666666,0.4,0.08888888888888889,0
2012,0.01,58.133501,-116.313128,0.01,0.0,18.0,66.0,2.0,0.01,4,2,6,3,0.6666666666666666,0.66,0.022222222222222223,0
2012,2613.0,58.113544,-116.23369,10.0,3.0,22.0,48.0,20.0,15.0,3,2,0,2,0.7333333333333333,0.48,0.22222222222222224,10
2012,0.01,58.148233,-116.317033,0.01,0.0,27.0,35.0,15.0,0.1,3,2,0,2,0.8166666666666667,0.35000000000000003,0.16666666666666669,0
2012,0.01,58.703617,-118.673033,0.01,0.0,24.0,50.0,0.0,0.01,1,1,9,2,0.7666666666666666,0.5,0.0,0
2012,0.01,58.450671,-119.236755,0.01,0.0,15.0,30.0,5.0,0.01,4,2,4,2,0.6166666666666667,0.3,0.05555555555555556,0
2012,0.01,58.390733,-115.9171,0.01,1.0,4.0,100.0,10.0,0.01,4,2,9,3,0.4333333333333333,1.0,0.11111111111111112,0
2012,0.1,55.273683,-111.537367,0.1,0.0,6.0,52.0,10.0,0.1,4,1,9,2,0.4666666666666667,0.52,0.11111111111111112,0
2012,0.01,56.72705,-111.3809,0.01,0.0,11.0,38.0,0.0,0.01,4,2,9,3,0.5499999999999999,0.38,0.0,0
2012,1.1,54.619933,-111.727883,1.1,0.0,6.5,41.0,3.0,1.1,4,2,10,3,0.475,0.41000000000000003,0.03333333333333333,0
2012,0.03,55.917133,-110.73675,0.03,0.2,9.0,40.0,15.0,0.03,1,2,10,2,0.5166666666666666,0.4,0.16666666666666669,0
2012,0.05,55.931817,-110.725767,0.05,0.0,9.0,29.0,10.0,0.05,1,2,10,2,0.5166666666666666,0.29,0.11111111111111112,0
2012,0.2,55.931533,-110.7286,0.2,0.0,9.0,29.0,5.0,0.2,1,2,10,2,0.5166666666666666,0.29,0.05555555555555556,0
2012,0.01,55.03485,-111.5396,0.01,0.1,13.3,30.0,5.0,0.01,1,2,10,3,0.5883333333333334,0.3,0.05555555555555556,0
2012,2.2,55.917462,-110.732993,0.4,0.0,14.0,30.0,1.0,0.4,1,2,10,3,0.6,0.3,0.011111111111111112,0
2012,0.01,55.915233,-110.736183,0.01,0.0,8.0,40.0,2.0,0.01,3,1,10,2,0.5,0.4,0.022222222222222223,0
2012,0.01,55.919817,-110.73445,0.01,0.0,9.0,48.0,3.0,0.01,1,2,10,3,0.5166666666666666,0.48,0.03333333333333333,0
2012,0.1,55.9169,-110.7384,0.1,1.0,12.0,45.0,20.0,0.1,1,2,10,3,0.5666666666666667,0.45,0.22222222222222224,0
2012,0.1,55.906667,-110.742983,0.1,1.0,12.0,30.0,2.0,0.1,3,2,10,3,0.5666666666666667,0.3,0.022222222222222223,0
2012,0.1,55.929333,-110.724167,0.1,1.0,15.0,40.0,5.0,0.1,1,2,10,2,0.6166666666666667,0.4,0.05555555555555556,0
2012,0.7,54.513033,-110.242433,0.2,0.0,10.0,60.0,0.0,0.2,1,2,10,2,0.5333333333333333,0.6,0.0,0
2012,0.01,55.929867,-110.724633,0.01,0.0,14.0,40.0,15.0,0.01,1,2,10,3,0.6,0.4,0.16666666666666669,0
2012,0.45,55.9237,-110.733967,1.11,2.0,17.0,23.0,10.0,1.11,1,2,10,2,0.6499999999999999,0.23,0.11111111111111112,0
2012,0.4,54.9925,-111.540833,1.5,1.0,26.0,31.0,2.0,0.4,1,2,10,2,0.8,0.31,0.022222222222222223,0
2012,0.6,55.431283,-110.774583,0.3,0.1,10.3,35.0,23.0,0.3,4,2,6,2,0.5383333333333333,0.35000000000000003,0.2555555555555556,0
2012,3.8,54.476867,-113.826683,3.5,5.0,18.0,25.0,20.0,3.0,3,2,10,2,0.6666666666666666,0.25,0.22222222222222224,0
2012,1.2,56.053071,-110.562572,0.6,2.0,11.0,32.0,7.0,0.6,4,2,4,3,0.5499999999999999,0.32,0.07777777777777778,0
2012,1037.4,54.927879,-112.817149,10.0,30.0,24.0,16.0,9.0,60.0,4,0,10,2,0.7666666666666666,0.16,0.1,10
