fire_year,current_size,fire_location_latitude,fire_location_longitude,assessment_hectares,fire_spread_rate,temperature,relative_humidity,wind_speed,fire_fighting_start_size,fire_origin_encoded,fire_type_encoded,general_cause_desc_encoded,weather_conditions_over_fire_encoded,temperature_encoded,relative_humidity_encoded,wind_speed_encoded,current_size_bin_encoded
2011,0.2,55.959733,-113.914367,0.2,1.0,22.0,27.0,0.0,0.2,1,2,10,2,0.7333333333333333,0.27,0.0,0
2011,0.2,56.939185,-114.728833,0.1,0.5,20.0,23.0,35.0,0.2,4,2,6,2,0.7,0.23,0.3888888888888889,0
2011,0.1,55.3355,-115.21795,0.01,0.5,23.0,30.0,20.0,0.2,4,2,6,2,0.75,0.3,0.22222222222222224,0
2011,139.0,55.355704,-115.795896,30.0,5.0,24.0,25.0,20.0,40.0,1,2,10,2,0.7666666666666666,0.25,0.22222222222222224,10
2011,3.4,56.962299,-113.417057,2.0,1.0,23.0,30.0,15.0,2.0,4,2,10,2,0.75,0.3,0.16666666666666669,0
2011,2.0,55.234095,-114.054423,1.0,1.0,19.0,29.0,40.0,1.0,4,2,6,2,0.6833333333333333,0.29,0.4444444444444445,0
2011,6.8,57.101158,-115.040501,1.0,3.0,20.0,30.0,40.0,1.0,4,1,5,2,0.7,0.3,0.4444444444444445,1
2011,0.1,55.864767,-113.451483,0.1,0.0,14.0,43.0,10.0,0.1,1,2,10,2,0.6,0.43,0.11111111111111112,0
2011,1.0,56.5361,-115.241817,1.0,0.5,21.0,28.0,34.0,1.0,4,2,6,2,0.7166666666666666,0.28,0.37777777777777777,0
2011,0.1,56.53425,-115.24015,0.1,0.0,16.0,25.0,25.0,0.1,4,2,6,2,0.6333333333333333,0.25,0.2777777777777778,0
2011,0.01,55.98275,-113.8977,0.01,0.0,21.0,30.0,35.0,0.01,4,1,10,0,0.7166666666666666,0.3,0.3888888888888889,0
2011,0.01,55.934767,-113.7771,0.01,0.1,12.5,50.0,11.0,0.01,4,2,10,3,0.575,0.5,0.12222222222222223,0
2011,0.2,55.911567,-113.59825,0.2,4.0,25.0,35.0,65.0,0.2,4,2,10,2,0.7833333333333333,0.35000000000000003,0.7222222222222222,0
2011,1.03,55.930425,-115.613424,1.2,0.0,18.0,28.0,20.0,1.0,1,2,3,2,0.6666666666666666,0.28,0.22222222222222224,0
2011,87659.4,56.056433,-115.255383,5.0,15.0,20.0,25.0,25.0,6.0,4,0,6,2,0.7,0.25,0.2777777777777778,10
2011,2.7,55.937262,-113.775598,0.3,3.0,24.0,21.0,50.0,0.3,1,2,10,2,0.7666666666666666,0.21,0.5555555555555556,0
2011,7.6,55.2836,-115.8837,5.0,6.0,11.0,53.0,25.0,5.0,4,2,6,3,0.5499999999999999,0.53,0.2777777777777778,1
2011,5453.4,55.043,-115.408833,15.0,5.0,22.0,25.0,40.0,15.0,4,0,6,2,0.7333333333333333,0.25,0.4444444444444445,10
2011,2.0,55.170785,-116.513386,2.0,1.0,23.0,20.0,15.0,2.0,3,2,6,2,0.75,0.2,0.16666666666666669,0
2011,0.04,56.4845,-114.552667,0.01,0.1,22.0,16.0,15.0,0.04,4,2,1,2,0.7333333333333333,0.16,0.16666666666666669,0
2011,12.0,55.94271,-115.113539,12.0,10.0,11.0,43.0,16.0,12.0,4,0,6,2,0.5499999999999999,0.43,0.17777777777777778,2
2011,0.1,55.303167,-114.591167,0.1,1.0,20.0,25.0,15.0,0.1,4,2,6,2,0.7,0.25,0.16666666666666669,0
2011,6.42,55.223,-115.349667,4.0,0.0,20.0,24.0,10.0,1.5,4,1,6,2,0.7,0.24,0.11111111111111112,1
2011,2.3,55.006833,-115.318,0.01,1.0,26.0,24.0,70.0,0.3,4,2,6,3,0.8,0.24,0.7777777777777778,0
2011,67.0,55.144785,-116.247732,5.0,3.0,23.0,26.0,50.0,5.0,2,2,6,2,0.75,0.26,0.5555555555555556,10
2011,17.5,55.914931,-113.92404,2.0,5.0,20.0,15.0,30.0,2.0,1,2,6,2,0.7,0.15,0.33333333333333337,4
2011,424.7,55.378767,-114.667033,30.0,5.0,15.0,29.0,56.0,321.2,4,0,6,2,0.6166666666666667,0.29,0.6222222222222222,10
2011,0.4,54.9598,-115.201283,0.4,0.0,20.0,25.0,30.0,0.4,4,2,6,2,0.7,0.25,0.33333333333333337,0
2011,316.7,56.520984,-115.231264,0.2,15.0,20.0,26.0,46.0,3.0,4,0,6,2,0.7,0.26,0.5111111111111112,10
2011,2.0,56.526283,-116.055267,1.0,1.0,20.0,26.0,55.0,2.0,4,2,6,3,0.7,0.26,0.6111111111111112,0
2011,17472.9,56.585383,-115.4113,2685.0,3.0,22.0,26.0,46.0,2685.0,4,0,1,2,0.7333333333333333,0.26,0.5111111111111112,10
2011,0.1,56.682483,-114.5918,0.1,0.0,20.0,25.0,20.0,0.1,4,2,10,1,0.7,0.25,0.22222222222222224,0
2011,4.5,57.327141,-114.878353,4.5,3.0,27.0,18.0,12.0,4.5,4,2,6,2,0.8166666666666667,0.18,0.13333333333333333,1
2011,1.0,54.863022,-115.402503,1.0,0.0,23.0,30.0,30.0,1.0,4,1,6,2,0.75,0.3,0.33333333333333337,0
2011,0.2,55.30475,-114.591867,0.2,0.2,20.0,30.0,30.0,0.2,4,2,6,2,0.7,0.3,0.33333333333333337,0
2011,0.4,55.27295,-115.360417,0.3,5.0,24.0,31.0,6.0,0.3,4,2,9,2,0.7666666666666666,0.31,0.06666666666666667,0
2011,0.1,55.953533,-113.920917,0.1,0.0,19.0,29.0,30.0,0.1,1,2,3,2,0.6833333333333333,0.29,0.33333333333333337,0
2011,0.1,54.8206,-115.38405,0.1,0.0,17.0,62.0,5.0,0.1,4,2,6,3,0.6499999999999999,0.62,0.05555555555555556,0
2011,0.3,55.946,-113.753667,0.8,2.0,19.0,22.0,10.0,0.3,1,2,10,3,0.6833333333333333,0.22,0.11111111111111112,0
2011,0.3,55.962333,-113.8265,0.3,0.0,21.0,31.0,18.0,0.3,4,2,9,2,0.7166666666666666,0.31,0.2,0
2011,0.01,55.943583,-113.77445,0.01,0.0,17.0,56.0,14.0,0.01,1,2,9,3,0.6499999999999999,0.56,0.15555555555555556,0
2011,0.01,55.3818,-114.721217,0.01,0.0,14.0,65.0,0.0,0.01,4,1,6,3,0.6,0.65,0.0,0
2011,0.15,55.24366,-114.71321,0.13,0.1,18.0,29.0,47.0,0.12,4,2,3,2,0.6666666666666666,0.29,0.5222222222222223,0
2011,0.01,56.448183,-115.989583,0.01,0.0,19.0,51.0,10.0,0.01,4,1,10,3,0.6833333333333333,0.51,0.11111111111111112,0
2011,0.4,56.698974,-115.998151,0.2,0.0,-5.0,80.0,5.0,0.2,3,1,9,2,0.2833333333333333,0.8,0.05555555555555556,0
2011,0.1,54.932,-115.2817,0.1,0.0,24.5,31.0,15.0,0.1,4,2,6,3,0.7749999999999999,0.31,0.16666666666666669,0
2011,0.1,55.609117,-114.976233,0.1,0.0,17.0,45.0,0.0,0.1,4,1,6,3,0.6499999999999999,0.45,0.0,0
2011,0.3,56.02035,-115.591917,0.3,0.0,2.0,68.0,7.0,0.3,4,1,9,2,0.39999999999999997,0.68,0.07777777777777778,0
2011,0.01,54.315756,-115.68163,0.01,0.0,4.0,70.0,15.0,0.01,4,2,1,2,0.4333333333333333,0.7000000000000001,0.16666666666666669,0
2011,0.1,54.253867,-115.25925,0.1,0.0,15.0,45.0,2.0,0.1,4,2,10,3,0.6166666666666667,0.45,0.022222222222222223,0
2011,5.0,54.3346,-115.196533,3.0,2.0,23.0,22.0,5.0,3.0,4,2,1,2,0.75,0.22,0.05555555555555556,1
2011,305.8,54.239167,-115.663333,50.0,15.0,20.0,24.0,17.0,50.0,4,2,9,2,0.7,0.24,0.18888888888888888,10
2011,0.5,54.085167,-115.759167,0.01,0.1,20.0,30.0,40.0,0.01,4,1,6,2,0.7,0.3,0.4444444444444445,0
2011,2.4,54.021617,-116.674667,0.5,1.0,20.0,18.0,30.0,0.5,4,2,6,2,0.7,0.18,0.33333333333333337,0
2011,0.2,54.2715,-115.666817,0.02,2.0,15.0,38.0,28.0,0.2,4,2,6,2,0.6166666666666667,0.38,0.3111111111111111,0
2011,1.0,54.586167,-115.839167,0.01,1.0,14.0,40.0,40.0,0.1,4,1,6,2,0.6,0.4,0.4444444444444445,0
2011,3.4,54.037167,-116.696333,1.5,1.0,18.0,55.0,15.0,3.4,4,1,6,2,0.6666666666666666,0.55,0.16666666666666669,0
2011,1.5,54.58575,-116.773,0.01,0.0,21.0,15.0,28.0,1.5,4,1,6,2,0.7166666666666666,0.15,0.3111111111111111,0
2011,72.6,54.3755,-116.926333,1.0,1.7,19.0,21.0,50.0,15.0,4,1,6,2,0.6833333333333333,0.21,0.5555555555555556,10
2011,0.1,54.339167,-116.939833,0.01,0.0,18.0,35.0,45.0,0.01,4,1,6,2,0.6666666666666666,0.35000000000000003,0.5,0
2011,0.5,54.410733,-116.620583,1.5,5.0,20.0,18.0,51.0,0.5,4,1,6,2,0.7,0.18,0.5666666666666667,0
2011,2.0,54.371167,-116.882167,2.0,4.0,21.0,17.0,53.0,2.0,4,1,4,2,0.7166666666666666,0.17,0.5888888888888889,0
2011,4213.8,54.203,-116.797333,0.05,1.0,14.0,65.0,22.0,3000.0,4,1,6,2,0.6,0.65,0.24444444444444446,10
2011,2.1,54.418,-116.8845,0.05,5.0,23.0,55.0,20.0,0.5,4,1,6,2,0.75,0.55,0.22222222222222224,0
2011,0.02,54.395667,-116.916167,0.02,0.0,20.0,18.0,51.0,0.02,4,1,6,2,0.7,0.18,0.5666666666666667,0
2011,38.5,54.073875,-116.759372,3.0,5.0,20.0,25.0,15.0,60.0,4,2,6,2,0.7,0.25,0.16666666666666669,9
2011,5.9,54.583517,-114.561233,1.5,5.0,19.0,25.0,25.0,1.5,4,2,6,2,0.6833333333333333,0.25,0.2777777777777778,1
2011,0.01,54.759333,-115.331167,0.05,1.0,18.0,30.0,30.0,0.05,4,2,6,2,0.6666666666666666,0.3,0.33333333333333337,0
2011,0.4,54.6235,-115.460667,0.01,1.0,15.0,38.0,10.0,0.01,4,2,6,2,0.6166666666666667,0.38,0.11111111111111112,0
2011,0.15,54.44715,-115.558017,0.15,0.0,16.0,35.0,10.0,0.15,4,1,6,2,0.6333333333333333,0.35000000000000003,0.11111111111111112,0
2011,0.9,54.101217,-115.678883,0.5,0.1,20.0,25.0,5.0,0.9,4,2,6,3,0.7,0.25,0.05555555555555556,0
2011,5.1,54.476667,-114.821667,2.0,5.0,21.0,53.0,46.0,2.0,4,2,6,2,0.7166666666666666,0.53,0.5111111111111112,1
2011,2.1,54.042667,-116.679867,1.0,1.0,21.0,25.0,60.0,1.1,4,1,6,2,0.7166666666666666,0.25,0.6666666666666667,0
2011,0.01,54.043867,-115.719883,0.01,0.0,12.0,88.0,17.0,0.01,4,2,6,3,0.5666666666666667,0.88,0.18888888888888888,0
2010,0.8,51.190483,-114.636433,0.8,0.0,3.0,70.0,2.0,0.8,1,2,3,2,0.41666666666666663,0.7000000000000001,0.022222222222222223,0
2010,1.0,51.18635,-114.685117,2.5,0.0,3.0,70.0,2.0,2.5,1,2,3,2,0.41666666666666663,0.7000000000000001,0.022222222222222223,0
2010,0.2,53.675983,-117.136633,0.2,0.1,12.0,25.0,20.0,0.2,4,2,4,3,0.5666666666666667,0.25,0.22222222222222224,0
2010,0.5,53.671617,-115.245417,0.5,0.1,5.0,60.0,20.0,0.5,3,2,10,2,0.44999999999999996,0.6,0.22222222222222224,0
2010,14.04,53.548867,-115.443233,3.0,1.5,11.0,47.0,10.0,3.0,3,2,10,3,0.5499999999999999,0.47000000000000003,0.11111111111111112,3
2010,0.01,53.36776,-117.57275,0.01,0.0,-1.0,49.0,4.0,0.01,4,2,9,3,0.35,0.49,0.044444444444444446,0
2010,0.01,53.448817,-117.470917,0.01,0.1,14.0,30.0,5.0,0.01,4,2,8,0,0.6,0.3,0.05555555555555556,0
2010,0.2,53.540083,-116.983317,0.01,0.1,25.0,25.0,5.0,0.2,3,2,8,2,0.7833333333333333,0.25,0.05555555555555556,0
2010,0.2,53.6614,-116.43605,0.2,0.5,22.0,20.0,6.0,0.2,3,2,10,2,0.7333333333333333,0.2,0.06666666666666667,0
2010,0.5,53.54615,-115.368667,0.1,0.5,26.0,22.0,20.0,0.1,3,2,10,2,0.8,0.22,0.22222222222222224,0
2010,0.3,53.377333,-117.650167,0.3,0.5,21.0,20.0,5.0,0.3,4,2,9,2,0.7166666666666666,0.2,0.05555555555555556,0
2010,0.4,53.852783,-116.443467,0.5,2.0,21.0,25.0,9.0,0.4,4,2,4,3,0.7166666666666666,0.25,0.1,0
2010,0.02,53.749067,-115.437533,0.01,0.1,20.0,31.0,5.0,0.01,4,2,3,3,0.7,0.31,0.05555555555555556,0
2010,0.3,53.918433,-116.724883,0.1,0.5,20.0,38.0,5.0,0.2,4,2,4,3,0.7,0.38,0.05555555555555556,0
2010,0.1,53.3036,-115.617767,0.1,0.1,20.0,30.0,0.0,0.1,3,2,6,3,0.7,0.3,0.0,0
2010,0.01,53.83,-117.57555,0.01,0.0,15.0,50.0,10.0,0.01,3,2,3,2,0.6166666666666667,0.5,0.11111111111111112,0
2010,0.02,53.7237,-116.9785,0.02,0.5,20.0,35.0,0.0,0.02,4,2,9,3,0.7,0.35000000000000003,0.0,0
2010,0.01,54.0207,-119.216133,0.01,0.0,16.0,44.0,5.0,0.01,4,2,3,2,0.6333333333333333,0.44,0.05555555555555556,0
2010,0.01,54.020783,-119.2167,0.01,0.0,6.0,35.0,5.0,0.01,4,2,3,2,0.4666666666666667,0.35000000000000003,0.05555555555555556,0
2010,0.01,55.066576,-117.385045,0.01,0.0,10.0,45.0,10.0,0.01,1,2,10,2,0.5333333333333333,0.45,0.11111111111111112,0
2010,0.2,54.999354,-117.451582,0.4,0.2,22.0,45.0,0.0,0.2,3,2,10,3,0.7333333333333333,0.45,0.0,0
2010,13.43,54.3205,-119.11545,1.5,3.0,17.0,23.0,5.0,2.0,4,2,4,2,0.6499999999999999,0.23,0.05555555555555556,3
2010,7.57,55.260683,-116.928917,3.0,1.0,12.0,30.0,10.0,3.0,3,2,10,3,0.5666666666666667,0.3,0.11111111111111112,1
2010,0.4,55.058167,-117.509,1.5,2.0,18.0,30.0,8.0,0.3,1,2,10,2,0.6666666666666666,0.3,0.08888888888888889,0
2010,720.4,55.028683,-117.8528,0.3,1.0,16.0,34.0,5.0,3.0,3,2,9,2,0.6333333333333333,0.34,0.05555555555555556,10
2010,1.8,55.443517,-119.759,0.01,1.0,16.0,35.0,20.0,0.01,3,1,10,2,0.6333333333333333,0.35000000000000003,0.22222222222222224,0
2010,0.4,55.004067,-117.335267,0.4,1.0,14.0,33.0,10.0,0.4,3,2,10,3,0.6,0.33,0.11111111111111112,0
2010,0.01,55.23825,-118.25445,0.01,0.0,23.0,31.0,5.0,0.01,4,2,9,3,0.75,0.31,0.05555555555555556,0
2010,0.01,55.23425,-118.2601,0.01,0.0,23.0,22.0,3.0,0.01,4,2,9,3,0.75,0.22,0.03333333333333333,0
2010,0.01,55.568717,-118.699217,0.01,0.0,22.0,35.0,5.0,0.01,4,1,10,2,0.7333333333333333,0.35000000000000003,0.05555555555555556,0
2010,10.8,55.358083,-117.149017,8.0,0.0,21.0,28.0,25.0,8.0,3,1,10,3,0.7166666666666666,0.28,0.2777777777777778,2
2010,0.02,54.815367,-119.935083,0.2,0.5,20.0,33.0,5.0,0.05,4,2,9,2,0.7,0.33,0.05555555555555556,0
2010,0.3,55.755829,-119.350993,0.2,0.5,19.0,50.0,15.0,0.3,4,2,4,3,0.6833333333333333,0.5,0.16666666666666669,0
2010,0.2,55.514333,-119.134883,0.2,0.1,27.0,30.0,10.0,0.2,4,2,6,3,0.8166666666666667,0.3,0.11111111111111112,0
2010,0.01,55.232237,-118.261986,0.01,0.0,19.0,43.0,23.0,0.01,4,2,9,2,0.6833333333333333,0.43,0.2555555555555556,0
2010,0.02,55.026944,-118.543056,0.02,0.0,23.0,52.0,10.0,0.02,3,2,8,3,0.75,0.52,0.11111111111111112,0
2010,0.4,55.269722,-118.206944,0.4,1.0,24.0,37.0,10.0,0.4,3,2,10,2,0.7666666666666666,0.37,0.11111111111111112,0
2010,0.5,56.270517,-119.12645,0.2,1.0,21.0,31.0,25.0,0.2,4,2,6,2,0.7166666666666666,0.31,0.2777777777777778,0
2010,0.1,55.488267,-118.3633,0.1,0.5,24.0,30.0,5.0,0.1,4,2,9,2,0.7666666666666666,0.3,0.05555555555555556,0
2010,0.01,55.56045,-118.695833,0.01,0.0,15.0,65.0,10.0,0.01,4,2,10,3,0.6166666666666667,0.65,0.11111111111111112,0
2010,0.01,55.216045,-117.965601,0.01,0.0,7.0,70.0,5.0,0.01,3,2,9,3,0.4833333333333333,0.7000000000000001,0.05555555555555556,0
2010,0.2,58.458333,-114.541667,0.2,1.0,6.0,0.0,25.0,0.2,1,2,3,3,0.4666666666666667,0.0,0.2777777777777778,0
2010,0.15,58.710833,-118.716667,0.15,1.0,22.0,33.0,5.0,0.15,1,2,10,2,0.7333333333333333,0.33,0.05555555555555556,0
2010,2.0,58.709062,-118.70359,1.9,1.9,22.0,33.0,15.0,1.9,1,2,10,2,0.7333333333333333,0.33,0.16666666666666669,0
2010,0.01,58.706891,-118.682352,0.01,0.5,20.0,30.0,10.0,0.01,1,2,10,2,0.7,0.3,0.11111111111111112,0
2010,0.01,58.5413,-114.5924,0.01,0.0,21.0,25.0,5.0,0.01,4,2,9,2,0.7166666666666666,0.25,0.05555555555555556,0
2010,0.8,58.54145,-114.609383,0.8,0.0,21.0,25.0,5.0,0.8,4,2,9,2,0.7166666666666666,0.25,0.05555555555555556,0
2010,0.7,58.71135,-118.68605,0.7,0.0,12.0,30.0,0.0,0.7,1,2,10,2,0.5666666666666667,0.3,0.0,0
2010,1.6,58.516333,-115.1564,1.5,0.1,23.0,25.0,5.0,1.5,1,2,10,0,0.75,0.25,0.05555555555555556,0
2010,1.04,58.70725,-118.6987,1.0,2.0,27.0,25.0,5.0,1.0,1,2,10,2,0.8166666666666667,0.25,0.05555555555555556,0
2010,0.2,58.706891,-118.696261,0.2,0.0,15.0,35.0,5.0,0.2,1,2,10,2,0.6166666666666667,0.35000000000000003,0.05555555555555556,0
2010,0.2,58.455633,-114.544267,0.2,0.5,17.0,25.0,0.0,0.02,1,2,10,3,0.6499999999999999,0.25,0.0,0
2010,0.01,59.039868,-117.724119,0.01,1.0,23.0,26.0,5.0,0.01,1,2,3,2,0.75,0.26,0.05555555555555556,0
2010,0.4,58.467346,-114.48173,0.4,2.0,19.0,35.0,8.0,0.4,1,2,10,2,0.6833333333333333,0.35000000000000003,0.08888888888888889,0
2010,0.5,58.708697,-118.707041,0.5,17.0,20.0,35.0,23.0,0.5,1,2,10,2,0.7,0.35000000000000003,0.2555555555555556,0
2010,3.51,58.713033,-118.754333,2.0,0.1,5.0,62.0,5.0,2.0,1,2,3,3,0.44999999999999996,0.62,0.05555555555555556,0
2010,0.06,58.460122,-114.551277,0.06,1.0,17.0,20.0,4.0,0.6,1,2,3,2,0.6499999999999999,0.2,0.044444444444444446,0
2010,0.2,58.699833,-118.68825,0.2,1.0,10.0,40.0,5.0,0.2,1,2,3,3,0.5333333333333333,0.4,0.05555555555555556,0
2010,0.3,58.7095,-118.680667,0.3,0.0,13.0,35.0,0.0,0.3,1,2,3,2,0.5833333333333333,0.35000000000000003,0.0,0
2010,0.01,58.706891,-118.668094,0.01,2.0,7.0,45.0,0.0,0.01,1,2,3,2,0.4833333333333333,0.45,0.0,0
2010,1.01,58.39867,-114.69163,0.5,2.0,16.0,35.0,8.0,0.5,4,2,3,3,0.6333333333333333,0.35000000000000003,0.08888888888888889,0
2010,6.43,58.3985,-114.6795,1.5,2.0,16.0,35.0,8.0,1.5,4,2,3,3,0.6333333333333333,0.35000000000000003,0.08888888888888889,1
2010,0.02,58.467346,-114.537506,0.02,0.5,3.0,64.0,19.0,0.02,1,2,10,3,0.41666666666666663,0.64,0.2111111111111111,0
2010,0.03,58.464567,-114.574,0.03,0.5,15.0,35.0,10.0,0.03,1,2,3,2,0.6166666666666667,0.35000000000000003,0.11111111111111112,0
2010,0.04,58.4689,-114.57275,0.04,0.5,15.0,35.0,10.0,0.04,1,2,3,2,0.6166666666666667,0.35000000000000003,0.11111111111111112,0
2010,0.04,58.47466,-114.495502,0.04,0.5,4.0,45.0,7.0,0.04,1,2,10,2,0.4333333333333333,0.45,0.07777777777777778,0
2010,0.03,58.4672,-114.536033,0.03,0.5,4.0,45.0,7.0,0.03,1,2,10,2,0.4333333333333333,0.45,0.07777777777777778,0
2010,1.0,58.457783,-114.529133,1.0,0.0,10.0,35.0,10.0,1.0,1,2,10,2,0.5333333333333333,0.35000000000000003,0.11111111111111112,0
2010,0.02,58.467346,-114.537506,0.02,0.5,2.0,40.0,0.0,0.02,1,2,3,2,0.39999999999999997,0.4,0.0,0
2010,0.4,58.399917,-114.693833,0.4,0.5,2.0,35.0,5.0,0.4,4,2,3,2,0.39999999999999997,0.35000000000000003,0.05555555555555556,0
2010,0.5,58.467167,-114.5275,0.5,1.0,8.0,40.0,5.0,0.5,1,2,3,3,0.5,0.4,0.05555555555555556,0
2010,0.4,58.708697,-118.664617,0.1,0.1,11.0,40.0,9.0,0.4,1,2,3,3,0.5499999999999999,0.4,0.1,0
2010,1.0,58.498229,-115.119705,1.0,0.5,10.0,35.0,5.0,1.0,1,2,3,3,0.5333333333333333,0.35000000000000003,0.05555555555555556,0
2010,16.96,58.2324,-114.3836,10.0,3.0,11.0,40.0,10.0,10.0,4,1,9,3,0.5499999999999999,0.4,0.11111111111111112,4
2010,4.2,58.812867,-118.711917,3.0,0.0,19.0,35.0,3.0,3.0,1,2,10,3,0.6833333333333333,0.35000000000000003,0.03333333333333333,1
2010,0.05,58.802733,-118.7159,0.05,0.0,16.0,40.0,4.0,0.05,1,2,3,3,0.6333333333333333,0.4,0.044444444444444446,0
2010,0.1,58.45918,-114.5292,0.1,0.0,19.0,35.0,5.0,0.01,1,2,3,2,0.6833333333333333,0.35000000000000003,0.05555555555555556,0
2010,7.65,58.490267,-115.147383,8.2,0.1,10.0,80.0,5.0,3.0,1,2,3,3,0.5333333333333333,0.8,0.05555555555555556,1
2010,0.54,58.4909,-115.153933,1.0,0.0,10.0,80.0,5.0,1.0,1,2,3,3,0.5333333333333333,0.8,0.05555555555555556,0
2010,0.02,58.707683,-118.6921,0.02,0.0,11.0,35.0,0.0,0.02,1,2,3,2,0.5499999999999999,0.35000000000000003,0.0,0
2010,2.79,58.50088,-115.11983,0.2,1.0,24.0,36.0,5.0,0.3,1,2,10,2,0.7666666666666666,0.36,0.05555555555555556,0
2010,0.1,58.51965,-115.139267,0.1,0.1,24.0,37.0,5.0,0.1,1,2,10,2,0.7666666666666666,0.37,0.05555555555555556,0
2010,0.03,58.46985,-114.51495,0.03,0.0,15.0,65.0,2.0,0.03,1,2,10,2,0.6166666666666667,0.65,0.022222222222222223,0
2010,2.18,58.463083,-114.567283,0.5,1.0,15.0,42.0,10.0,0.5,1,2,10,3,0.6166666666666667,0.42,0.11111111111111112,0
2010,0.1,58.714115,-118.696261,0.1,3.0,17.0,60.0,0.0,0.1,1,2,3,2,0.6499999999999999,0.6,0.0,0
2010,0.4,58.714115,-118.696261,0.4,5.0,19.0,10.0,5.0,0.01,1,2,3,2,0.6833333333333333,0.1,0.05555555555555556,0
2010,0.1,58.719067,-118.70515,0.1,0.1,24.0,33.0,5.0,0.1,1,2,3,2,0.7666666666666666,0.33,0.05555555555555556,0
2010,0.05,58.709,-118.688,0.05,0.0,19.5,51.0,0.0,0.05,1,2,3,3,0.6916666666666667,0.51,0.0,0
2010,0.07,58.314833,-116.238933,0.07,0.5,24.0,20.0,4.0,0.07,3,2,10,2,0.7666666666666666,0.2,0.044444444444444446,0
2010,1.75,58.462117,-114.5105,1.0,0.0,24.0,35.0,5.0,1.0,1,1,3,3,0.7666666666666666,0.35000000000000003,0.05555555555555556,0
2010,0.01,58.38995,-116.013983,0.01,0.0,12.0,73.0,6.0,0.01,3,1,10,3,0.5666666666666667,0.73,0.06666666666666667,0
2010,0.03,58.523217,-116.7074,0.03,0.0,14.0,78.0,0.0,0.3,4,2,6,2,0.6,0.78,0.0,0
2010,0.2,58.706891,-118.682352,0.2,0.1,9.0,60.0,8.0,0.2,1,2,3,2,0.5166666666666666,0.6,0.08888888888888889,0
2010,0.5,55.926737,-110.731852,0.5,0.5,15.0,25.0,20.0,0.5,1,2,3,2,0.6166666666666667,0.25,0.22222222222222224,0
2010,0.1,55.93165,-110.724917,0.1,0.0,17.0,43.0,10.0,0.1,1,2,3,3,0.6499999999999999,0.43,0.11111111111111112,0
2010,5.0,55.942367,-110.716117,5.0,1.0,10.0,48.0,15.0,5.0,1,2,3,3,0.5333333333333333,0.48,0.16666666666666669,1
2010,0.2,55.935183,-110.7205,0.2,0.0,8.0,51.0,17.0,0.2,1,2,3,3,0.5,0.51,0.18888888888888888,0
2010,3.6,55.271033,-113.232867,4.0,0.5,18.0,30.0,10.0,4.0,1,2,3,2,0.6666666666666666,0.3,0.11111111111111112,0
2010,0.7,55.932683,-110.723117,0.2,1.0,20.0,20.0,10.0,0.7,1,2,3,2,0.7,0.2,0.11111111111111112,0
2010,0.5,55.941533,-110.719317,0.1,1.0,21.0,20.0,10.0,0.1,1,2,3,2,0.7166666666666666,0.2,0.11111111111111112,0
2010,2.1,55.939725,-110.718812,0.5,1.0,21.0,20.0,10.0,1.0,1,2,3,2,0.7166666666666666,0.2,0.11111111111111112,0
2010,0.1,55.91235,-110.744117,0.01,1.0,21.0,20.0,10.0,0.1,4,2,3,2,0.7166666666666666,0.2,0.11111111111111112,0
2010,28.0,55.1403,-114.037117,0.5,8.0,25.0,27.0,15.0,1.0,4,0,9,3,0.7833333333333333,0.27,0.16666666666666669,6
2010,0.1,55.911283,-110.73935,0.1,1.0,22.0,27.0,25.0,0.1,1,2,3,2,0.7333333333333333,0.27,0.2777777777777778,0
2010,0.04,55.9201,-110.737933,0.04,3.0,23.0,24.0,25.0,0.04,1,2,3,2,0.75,0.24,0.2777777777777778,0
2010,0.01,55.929717,-110.725067,0.01,1.0,23.0,35.0,15.0,0.01,1,2,3,2,0.75,0.35000000000000003,0.16666666666666669,0
2010,0.1,55.926617,-110.724717,0.1,0.0,23.0,35.0,15.0,0.1,1,2,3,2,0.75,0.35000000000000003,0.16666666666666669,0
2010,0.1,55.9344,-110.725183,0.1,1.0,23.0,65.0,5.0,0.1,1,2,3,2,0.75,0.65,0.05555555555555556,0
2010,1.4,54.665983,-113.55465,0.01,0.5,24.0,20.0,10.0,0.01,4,2,4,2,0.7666666666666666,0.2,0.11111111111111112,0
2010,21.1,54.478583,-111.5027,4.0,2.0,25.0,17.0,20.0,4.0,3,2,10,2,0.7833333333333333,0.17,0.22222222222222224,5
2010,0.7,54.619056,-111.846844,0.01,2.0,25.0,16.0,4.0,0.01,1,2,10,2,0.7833333333333333,0.16,0.044444444444444446,0
2010,0.1,55.9599,-110.7077,0.1,1.0,21.0,35.0,0.0,0.1,1,2,3,2,0.7166666666666666,0.35000000000000003,0.0,0
2010,0.4,55.928113,-110.719491,0.2,3.0,10.0,45.0,10.0,0.2,1,2,3,3,0.5333333333333333,0.45,0.11111111111111112,0
2010,0.3,55.92075,-110.737233,0.3,1.0,9.0,48.0,0.0,0.3,1,2,3,3,0.5166666666666666,0.48,0.0,0
2010,0.3,55.91685,-110.736617,0.02,0.5,19.0,27.0,5.0,0.02,1,2,3,2,0.6833333333333333,0.27,0.05555555555555556,0
2010,0.3,55.904517,-110.7444,0.3,1.0,12.0,43.0,11.0,0.3,1,2,3,2,0.5666666666666667,0.43,0.12222222222222223,0
