fire_year,current_size,fire_location_latitude,fire_location_longitude,assessment_hectares,fire_spread_rate,temperature,relative_humidity,wind_speed,fuel_type,initial_action_by,ia_arrival_at_fire_date,fire_fighting_start_date,fire_fighting_start_size,fire_origin_encoded,fire_type_encoded,general_cause_desc_encoded,weather_conditions_over_fire_encoded,temperature_encoded,relative_humidity_encoded,wind_speed_encoded,current_size_bin,current_size_bin_encoded
2021,0.9,57.074283,-117.626767,0.05,2.0,20.0,40.0,40.0,O1b,HAC,5/24/2021 18:07,5/24/2021 18:09,0.5,3,2,0,2,0.7,0.4,0.4444444444444445,"(0.0, 4.0]",0
2021,0.01,56.475683,-116.379183,0.01,0.0,19.0,50.0,10.0,O1b,FTAC,8/24/2021 17:16,8/24/2021 17:55,0.01,1,1,10,2,0.6833333333333333,0.5,0.11111111111111112,"(0.0, 4.0]",0
2021,47.4,52.943363,-115.897143,5.0,5.0,17.8,18.0,4.0,C2,HAC,4/26/2021 15:12,4/26/2021 15:34,6.0,4,2,4,2,0.6633333333333333,0.18,0.044444444444444446,"(40.0, inf]",10
2021,1.0,53.045585,-115.015775,1.0,1.0,23.0,27.0,5.0,M1,HAC,5/15/2021 19:41,5/15/2021 19:48,1.0,4,2,6,2,0.75,0.27,0.05555555555555556,"(0.0, 4.0]",0
2021,1.17,51.871083,-114.94795,0.8,3.0,21.9,21.0,4.0,O1a,HAC,5/29/2021 17:25,5/29/2021 17:30,0.8,3,2,10,3,0.7316666666666667,0.21,0.044444444444444446,"(0.0, 4.0]",0
2021,0.81,52.763617,-115.319717,0.15,1.0,23.9,53.0,3.0,M2,HAC,6/14/2021 14:24,6/14/2021 14:38,0.81,1,2,10,0,0.7649999999999999,0.53,0.03333333333333333,"(0.0, 4.0]",0
2021,0.5,53.0503,-115.579,0.5,1.0,19.0,39.0,20.0,O1a,HAC,6/17/2021 12:58,6/17/2021 13:16,0.5,4,2,6,3,0.6833333333333333,0.39,0.22222222222222224,"(0.0, 4.0]",0
2021,0.5,53.02195,-115.066833,0.5,1.0,26.0,54.0,5.0,C2,FPD Staff,7/10/2021 14:15,7/10/2021 14:20,0.5,4,2,6,1,0.8,0.54,0.05555555555555556,"(0.0, 4.0]",0
2021,0.1,52.907033,-115.38755,0.1,0.0,6.0,45.0,1.0,O1b,HAC,8/8/2021 14:00,8/8/2021 14:10,0.1,4,1,9,0,0.4666666666666667,0.45,0.011111111111111112,"(0.0, 4.0]",0
2021,0.01,55.213617,-114.775,0.01,0.0,6.0,60.0,10.0,C2,FPD Staff,3/13/2021 10:00,3/13/2021 10:06,0.01,4,2,10,3,0.4666666666666667,0.6,0.11111111111111112,"(0.0, 4.0]",0
2021,0.01,55.939267,-113.778567,0.01,1.0,13.0,38.0,3.0,O1a,HAC,5/4/2021 16:48,5/4/2021 16:50,0.01,1,1,10,3,0.5833333333333333,0.38,0.03333333333333333,"(0.0, 4.0]",0
2021,1.1,55.881133,-115.653183,0.3,6.0,19.0,23.0,19.0,O1a,FTAC,5/6/2021 12:38,5/6/2021 12:50,0.3,1,1,1,2,0.6833333333333333,0.23,0.2111111111111111,"(0.0, 4.0]",0
2021,57.57,56.546167,-115.097,1.0,12.0,22.0,24.0,15.0,C2,HAC,6/5/2021 17:46,6/5/2021 17:55,2.0,4,1,6,0,0.7333333333333333,0.24,0.16666666666666669,"(40.0, inf]",10
2021,0.1,54.845233,-115.36055,0.01,1.0,20.0,50.0,20.0,O1a,HAC,7/3/2021 15:48,7/3/2021 16:05,0.1,4,2,6,0,0.7,0.5,0.22222222222222224,"(0.0, 4.0]",0
2021,0.3,54.76805,-116.690083,0.3,1.0,25.0,35.0,5.0,O1b,HAC,7/24/2021 16:25,7/24/2021 16:46,0.3,4,2,6,2,0.7833333333333333,0.35000000000000003,0.05555555555555556,"(0.0, 4.0]",0
2021,1.9,54.054638,-116.813217,1.0,1.0,25.0,39.0,4.0,M2,HAC,5/30/2021 15:33,5/30/2021 16:10,1.2,4,2,1,3,0.7833333333333333,0.39,0.044444444444444446,"(0.0, 4.0]",0
2021,0.2,54.337717,-116.87215,0.02,2.0,32.0,28.0,15.0,O1b,HAC,6/25/2021 16:57,6/25/2021 17:05,0.1,4,2,4,2,0.8999999999999999,0.28,0.16666666666666669,"(0.0, 4.0]",0
2021,0.5,54.701932,-116.186615,0.3,1.0,33.0,29.0,8.0,O1b,HAC,6/27/2021 15:55,6/27/2021 16:10,0.5,4,2,6,2,0.9166666666666667,0.29,0.08888888888888889,"(0.0, 4.0]",0
2020,0.01,51.400665,-115.063332,0.01,0.1,20.0,35.0,5.0,O1a,FPD Staff,5/18/2020 12:05,5/18/2020 12:05,0.01,4,2,9,2,0.7,0.35000000000000003,0.05555555555555556,"(0.0, 4.0]",0
2020,0.05,48.998195,-113.5789,0.2,1.0,14.0,60.0,8.0,C2,FPD Staff,7/5/2020 18:43,7/5/2020 19:20,0.02,4,2,6,3,0.6,0.6,0.08888888888888889,"(0.0, 4.0]",0
2020,0.1,51.20905,-114.7227,0.1,0.0,15.0,73.0,14.0,C1,FPD Staff,8/8/2020 17:46,8/8/2020 17:48,0.01,4,2,9,2,0.6166666666666667,0.73,0.15555555555555556,"(0.0, 4.0]",0
2020,0.01,50.962217,-114.94895,0.01,0.0,21.7,30.0,2.0,S1,HAC,8/23/2020 18:00,8/23/2020 18:20,0.01,4,1,9,0,0.7283333333333333,0.3,0.022222222222222223,"(0.0, 4.0]",0
2020,0.01,51.576633,-114.95955,0.01,0.0,9.0,67.0,0.0,C3,FPD Staff,8/29/2020 13:40,8/29/2020 13:40,0.01,4,2,9,3,0.5166666666666666,0.67,0.0,"(0.0, 4.0]",0
2020,0.2,49.918483,-114.414233,0.2,1.0,7.0,90.0,0.0,C3,HAC,9/16/2020 7:50,9/16/2020 7:54,0.1,4,1,1,0,0.4833333333333333,0.9,0.0,"(0.0, 4.0]",0
2020,2.77,51.11877,-114.9119,1.0,10.0,18.0,50.0,20.0,O1b,FPD Staff,10/5/2020 18:48,10/5/2020 19:20,2.0,1,2,10,2,0.6666666666666666,0.5,0.22222222222222224,"(0.0, 4.0]",0
2020,0.01,50.980333,-114.96775,0.01,0.0,13.0,68.0,0.0,C2,HAC,10/7/2020 13:34,10/7/2020 13:40,0.01,4,2,9,3,0.5833333333333333,0.68,0.0,"(0.0, 4.0]",0
2020,0.05,53.658867,-115.997633,0.05,0.0,15.0,85.0,8.0,C3,HAC,8/23/2020 16:30,8/23/2020 16:33,0.05,4,2,2,3,0.6166666666666667,0.85,0.08888888888888889,"(0.0, 4.0]",0
2020,0.8,55.773067,-119.301918,0.3,0.3,15.0,43.0,5.0,O1a,HAC,5/15/2020 19:13,5/15/2020 19:27,0.3,4,2,4,2,0.6166666666666667,0.43,0.05555555555555556,"(0.0, 4.0]",0
2020,1.1,54.9384,-116.839917,0.1,1.0,22.0,42.0,15.0,O1b,HAC,6/24/2020 16:30,6/24/2020 17:00,0.5,3,2,10,2,0.7333333333333333,0.42,0.16666666666666669,"(0.0, 4.0]",0
2020,0.28,54.975783,-117.4714,0.28,1.0,20.0,36.0,12.0,O1b,HAC,6/25/2020 14:41,6/25/2020 15:08,0.28,3,1,10,3,0.7,0.36,0.13333333333333333,"(0.0, 4.0]",0
2020,0.01,55.7576,-119.526417,0.01,1.0,19.0,57.0,2.0,C2,UNIT,8/18/2020 18:04,8/18/2020 20:00,0.01,4,1,6,2,0.6833333333333333,0.5700000000000001,0.022222222222222223,"(0.0, 4.0]",0
2020,0.01,55.6537,-119.223867,0.01,1.0,23.0,40.0,10.0,C2,HAC,8/18/2020 18:19,8/18/2020 22:10,0.01,4,1,6,2,0.75,0.4,0.11111111111111112,"(0.0, 4.0]",0
2020,0.01,55.192,-117.493833,0.01,0.0,21.0,58.0,10.0,M2,HAC,8/18/2020 19:59,8/18/2020 21:05,0.01,4,2,6,3,0.7166666666666666,0.58,0.11111111111111112,"(0.0, 4.0]",0
2020,2.77,58.716415,-118.752197,1.5,0.0,11.0,72.0,0.0,O1a,HAC,5/5/2020 18:30,5/5/2020 18:45,2.7,1,2,10,4,0.5499999999999999,0.72,0.0,"(0.0, 4.0]",0
2020,3.75,58.356602,-119.016914,2.0,1.0,22.0,32.0,0.0,O1b,HAC,5/23/2020 18:47,5/23/2020 19:02,2.0,4,2,6,2,0.7333333333333333,0.32,0.0,"(0.0, 4.0]",0
2020,0.2,58.447,-119.227833,0.1,0.1,22.0,25.0,25.0,O1b,FPD Staff,6/26/2020 15:34,6/26/2020 15:45,0.01,4,1,4,2,0.7333333333333333,0.25,0.2777777777777778,"(0.0, 4.0]",0
2020,0.1,58.530667,-118.99265,0.01,1.0,24.0,28.0,25.0,C2,FTAC,8/4/2020 17:05,8/4/2020 17:25,0.1,4,1,6,2,0.7666666666666666,0.28,0.2777777777777778,"(0.0, 4.0]",0
2020,8.5,54.544666,-110.38195,2.0,12.0,19.0,26.0,5.0,O1a,HAC,5/4/2020 13:08,5/4/2020 13:20,3.0,3,2,9,3,0.6833333333333333,0.26,0.05555555555555556,"(8.0, 12.0]",2
2020,0.5,55.614601,-111.138229,0.5,1.0,16.0,25.0,15.0,O1a,HAC,5/4/2020 13:20,5/4/2020 13:25,0.5,3,2,8,2,0.6333333333333333,0.25,0.16666666666666669,"(0.0, 4.0]",0
2020,0.42,54.572552,-111.778648,0.5,1.0,19.0,25.0,20.0,M1,HAC,5/4/2020 17:43,5/4/2020 17:50,0.42,4,2,9,2,0.6833333333333333,0.25,0.22222222222222224,"(0.0, 4.0]",0
2020,5.8,55.154711,-113.826787,1.5,0.5,22.0,25.0,10.0,O1a,HAC,5/5/2020 15:27,5/5/2020 15:40,2.0,4,2,0,3,0.7333333333333333,0.25,0.11111111111111112,"(4.0, 8.0]",1
2020,0.01,55.9277,-110.717667,0.01,0.0,21.2,23.0,2.0,O1a,HAC,5/5/2020 19:20,5/5/2020 19:22,0.01,1,2,10,2,0.72,0.23,0.022222222222222223,"(0.0, 4.0]",0
2020,0.01,54.560318,-113.90287,0.01,0.0,16.0,27.0,10.0,O1a,HAC,5/7/2020 15:14,5/7/2020 15:30,0.01,3,2,0,3,0.6333333333333333,0.27,0.11111111111111112,"(0.0, 4.0]",0
2020,0.01,55.690283,-111.28425,0.01,0.0,17.0,33.0,11.0,O1a,HAC,5/28/2020 13:30,5/28/2020 13:35,0.01,4,2,10,3,0.6499999999999999,0.33,0.12222222222222223,"(0.0, 4.0]",0
2020,0.54,55.253583,-113.10405,0.3,1.0,16.0,46.0,16.0,O1a,HAC,5/30/2020 10:45,5/30/2020 10:55,0.4,4,2,9,3,0.6333333333333333,0.46,0.17777777777777778,"(0.0, 4.0]",0
2020,2.6,56.419033,-111.428635,1.5,2.0,19.3,24.0,3.0,C2,HAC,5/4/2020 16:12,5/4/2020 16:39,2.0,4,2,9,2,0.6883333333333332,0.24,0.03333333333333333,"(0.0, 4.0]",0
2020,0.01,58.730934,-111.137718,0.01,0.0,14.0,42.0,7.0,C1,HAC,5/23/2020 17:35,5/23/2020 17:37,0.01,4,1,9,2,0.6,0.42,0.07777777777777778,"(0.0, 4.0]",0
2020,0.65,56.525501,-117.65155,0.5,1.0,17.0,40.0,6.0,M1,HAC,5/4/2020 13:22,5/4/2020 13:28,0.5,4,2,6,2,0.6499999999999999,0.4,0.06666666666666667,"(0.0, 4.0]",0
2020,0.07,56.747215,-117.204987,0.01,1.0,17.0,20.0,10.0,M1,HAC,5/12/2020 16:05,5/12/2020 16:10,0.05,3,2,0,2,0.6499999999999999,0.2,0.11111111111111112,"(0.0, 4.0]",0
2020,0.14,55.967117,-116.731636,0.3,2.0,-2.0,36.0,0.0,O1a,HAC,5/15/2020 0:03,5/15/2020 0:03,0.14,4,2,9,2,0.3333333333333333,0.36,0.0,"(0.0, 4.0]",0
2020,0.01,56.421,-117.646083,0.01,0.0,23.0,50.0,10.0,S2,HAC,6/18/2020 17:25,6/18/2020 17:30,0.01,3,2,0,3,0.75,0.5,0.11111111111111112,"(0.0, 4.0]",0
2020,0.01,57.730417,-117.23265,0.01,0.0,20.0,50.0,10.0,D1,HAC,6/30/2020 17:21,6/30/2020 18:30,0.01,4,2,6,3,0.7,0.5,0.11111111111111112,"(0.0, 4.0]",0
2020,0.01,56.46735,-116.380683,0.01,0.0,20.0,65.0,5.0,O1b,FTAC,7/25/2020 14:57,7/25/2020 15:04,0.01,1,2,10,3,0.7,0.65,0.05555555555555556,"(0.0, 4.0]",0
2020,0.01,56.532,-116.408167,0.1,0.0,22.0,46.0,25.0,M1,FTAC,8/4/2020 13:35,8/4/2020 14:00,0.01,4,2,6,2,0.7333333333333333,0.46,0.2777777777777778,"(0.0, 4.0]",0
2020,0.01,57.730317,-117.232517,0.01,0.0,13.0,46.0,10.0,D1,HAC,9/24/2020 10:34,9/24/2020 10:45,0.01,4,1,6,3,0.5833333333333333,0.46,0.11111111111111112,"(0.0, 4.0]",0
2020,0.1,52.840782,-115.505867,0.1,0.0,16.0,55.0,0.0,O1a,HAC,5/15/2020 18:19,5/15/2020 18:26,0.1,1,2,10,2,0.6333333333333333,0.55,0.0,"(0.0, 4.0]",0
2020,0.1,53.060717,-115.156533,0.1,1.0,22.0,35.0,5.0,O1a,HAC,9/5/2020 12:21,9/5/2020 12:25,0.1,4,2,9,2,0.7333333333333333,0.35000000000000003,0.05555555555555556,"(0.0, 4.0]",0
2020,0.3,52.304417,-116.413033,0.1,2.0,18.0,32.0,25.0,C2,HAC,9/5/2020 14:20,9/5/2020 14:33,0.2,4,2,9,2,0.6666666666666666,0.32,0.2777777777777778,"(0.0, 4.0]",0
2020,0.01,52.42852,-114.914695,0.01,0.0,18.0,20.0,0.0,S1,FPD Staff,9/20/2020 18:05,9/20/2020 18:23,0.01,4,2,10,2,0.6666666666666666,0.2,0.0,"(0.0, 4.0]",0
2020,0.01,55.964867,-113.825066,0.01,1.0,21.0,14.0,5.0,O1a,FTAC,5/8/2020 14:20,5/8/2020 14:21,0.01,3,1,10,3,0.7166666666666666,0.14,0.05555555555555556,"(0.0, 4.0]",0
2020,0.01,55.501355,-116.671543,0.01,0.0,15.0,48.0,35.0,O1a,FPD Staff,10/5/2020 17:45,10/5/2020 18:40,0.01,4,2,6,2,0.6166666666666667,0.48,0.3888888888888889,"(0.0, 4.0]",0
2020,0.85,54.276981,-114.926231,0.7,2.0,11.0,40.0,5.0,O1a,HAC,5/9/2020 14:46,5/9/2020 15:05,0.8,4,2,9,2,0.5499999999999999,0.4,0.05555555555555556,"(0.0, 4.0]",0
2020,0.15,54.142918,-115.736702,0.2,2.0,20.0,25.0,8.0,M1,HAC,5/16/2020 18:30,5/16/2020 18:40,0.2,4,2,8,2,0.7,0.25,0.08888888888888889,"(0.0, 4.0]",0
2019,1.0,51.212,-114.953317,0.01,0.1,23.0,30.0,5.0,M2,FPD Staff,6/2/2019 18:10,6/2/2019 18:20,1.0,3,2,9,2,0.75,0.3,0.05555555555555556,"(0.0, 4.0]",0
2019,0.01,51.255033,-114.764717,0.01,0.0,13.0,45.0,15.0,O1a,HAC,10/22/2019 14:15,10/22/2019 14:55,0.01,3,1,10,0,0.5833333333333333,0.45,0.16666666666666669,"(0.0, 4.0]",0
2019,0.01,51.090527,-115.097222,0.01,0.0,9.0,95.0,0.0,O1a,FPD Staff,10/25/2019 15:05,10/25/2019 15:05,0.01,4,2,9,4,0.5166666666666666,0.9500000000000001,0.0,"(0.0, 4.0]",0
2019,0.33,53.813617,-116.460283,0.1,1.0,14.0,55.0,25.0,O1a,RAP,5/18/2019 16:34,5/18/2019 16:53,0.1,4,2,9,2,0.6,0.55,0.2777777777777778,"(0.0, 4.0]",0
2019,0.01,54.75835,-117.21265,0.01,0.0,6.8,56.0,7.0,O1a,FPD Staff,5/5/2019 14:44,5/5/2019 15:06,0.01,4,1,6,3,0.48,0.56,0.07777777777777778,"(0.0, 4.0]",0
2019,0.4,55.888717,-119.665867,0.3,2.0,20.0,22.0,16.0,S1,HAC,5/11/2019 19:40,5/11/2019 20:05,0.3,3,1,0,3,0.7,0.22,0.17777777777777778,"(0.0, 4.0]",0
2019,0.16,55.13615,-117.77065,0.1,1.0,13.0,36.0,16.0,O1a,HAC,5/17/2019 14:36,5/17/2019 14:44,0.12,4,1,6,3,0.5833333333333333,0.36,0.17777777777777778,"(0.0, 4.0]",0
2019,0.01,58.465383,-114.532333,0.01,0.5,8.0,44.0,7.0,O1a,HAC,5/6/2019 9:11,5/6/2019 9:31,0.01,1,2,10,2,0.5,0.44,0.07777777777777778,"(0.0, 4.0]",0
2019,0.38,58.226517,-116.500967,2.0,2.0,21.0,20.0,4.0,M2,HAC,5/15/2019 14:48,5/15/2019 15:00,0.37,4,2,0,3,0.7166666666666666,0.2,0.044444444444444446,"(0.0, 4.0]",0
2019,0.01,58.106833,-116.430167,0.01,0.0,11.1,27.0,5.0,C2,HAC,5/15/2019 18:15,5/15/2019 18:22,0.01,4,2,10,0,0.5516666666666666,0.27,0.05555555555555556,"(0.0, 4.0]",0
2019,0.1,58.033617,-116.293883,0.1,0.0,23.0,19.0,16.0,O1a,FPD Staff,5/17/2019 15:18,5/17/2019 15:22,0.1,4,1,6,2,0.75,0.19,0.17777777777777778,"(0.0, 4.0]",0
2019,0.01,58.425537,-114.589838,0.01,0.5,21.7,19.0,9.0,C2,FPD Staff,5/19/2019 9:35,5/19/2019 9:45,0.2,1,2,10,2,0.7283333333333333,0.19,0.1,"(0.0, 4.0]",0
2019,0.08,58.466283,-118.841533,0.1,1.0,26.0,12.0,7.0,M2,HAC,5/20/2019 18:39,5/20/2019 18:52,0.06,4,2,6,2,0.8,0.12,0.07777777777777778,"(0.0, 4.0]",0
2019,0.01,58.525533,-115.154,0.01,0.0,18.0,27.0,10.0,D1,FPD Staff,5/25/2019 14:50,5/25/2019 14:50,0.01,1,1,6,2,0.6666666666666666,0.27,0.11111111111111112,"(0.0, 4.0]",0
2019,4.8,58.57685,-118.799417,5.0,5.0,26.0,25.0,5.0,C2,HAC,6/16/2019 13:30,6/16/2019 13:30,5.0,4,0,4,2,0.8,0.25,0.05555555555555556,"(4.0, 8.0]",1
2019,0.01,58.370767,-116.041033,0.01,0.0,17.0,85.0,3.0,M2,HAC,6/25/2019 21:12,6/25/2019 21:24,0.01,4,2,6,4,0.6499999999999999,0.85,0.03333333333333333,"(0.0, 4.0]",0
2019,0.99,58.63,-118.345467,1.0,0.0,13.0,65.0,4.0,M1,HAC,10/4/2019 13:57,10/4/2019 14:05,1.1,4,2,9,3,0.5833333333333333,0.65,0.044444444444444446,"(0.0, 4.0]",0
