fire_year,current_size,fire_location_latitude,fire_location_longitude,assessment_hectares,fire_spread_rate,temperature,relative_humidity,wind_speed,fuel_type,initial_action_by,ia_arrival_at_fire_date,fire_fighting_start_date,fire_fighting_start_size,fire_origin_encoded,fire_type_encoded,general_cause_desc_encoded,weather_conditions_over_fire_encoded,temperature_encoded,relative_humidity_encoded,wind_speed_encoded,current_size_bin,current_size_bin_encoded
2016,22.3,57.850383,-117.64615,1.0,4.0,17.0,20.0,22.0,M2,UNIT,5/5/2016 13:34,5/5/2016 13:41,1.0,4,2,8,3,0.6499999999999999,0.2,0.24444444444444446,"(20.0, 24.0]",5
2016,1.8,57.864533,-117.641717,0.3,1.0,15.0,35.0,15.0,D1,FTAC,5/5/2016 15:28,5/5/2016 15:28,1.8,4,2,8,2,0.6166666666666667,0.35000000000000003,0.16666666666666669,"(0.0, 4.0]",0
2016,11.6,57.892483,-117.631417,2.0,3.0,25.0,25.0,10.0,O1a,UNIT,5/5/2016 13:35,5/5/2016 14:00,3.0,4,2,8,3,0.7833333333333333,0.25,0.11111111111111112,"(8.0, 12.0]",2
2016,0.01,56.425833,-117.31555,0.01,0.0,-1.0,80.0,18.0,M2,HAC,5/20/2016 11:21,5/20/2016 11:40,0.01,4,2,6,4,0.35,0.8,0.2,"(0.0, 4.0]",0
2016,0.01,56.454033,-116.12555,0.01,0.0,19.0,50.0,16.0,O1b,FTAC,7/16/2016 16:20,7/16/2016 17:00,0.01,4,2,6,3,0.6833333333333333,0.5,0.17777777777777778,"(0.0, 4.0]",0
2016,0.01,56.536833,-116.398683,0.01,0.0,20.0,40.0,35.0,O1b,HAC,7/24/2016 16:52,7/24/2016 16:52,0.01,4,1,6,0,0.7,0.4,0.3888888888888889,"(0.0, 4.0]",0
2016,5.0,52.3205,-115.167967,0.3,3.0,19.0,29.0,35.0,O1b,HAC,4/9/2016 13:31,4/9/2016 13:55,5.0,4,2,9,3,0.6833333333333333,0.29,0.3888888888888889,"(4.0, 8.0]",1
2016,19.5,51.74205,-114.897183,0.5,0.5,26.0,18.0,1.0,O1a,HAC,4/18/2016 14:06,4/18/2016 14:15,0.5,4,1,9,2,0.8,0.18,0.011111111111111112,"(16.0, 20.0]",4
2016,0.3,52.716183,-115.132817,0.5,0.5,9.0,45.0,5.0,O1a,HAC,4/28/2016 22:40,4/28/2016 22:50,0.5,4,1,6,2,0.5166666666666666,0.45,0.05555555555555556,"(0.0, 4.0]",0
2016,0.01,52.175717,-116.481117,0.01,0.0,20.0,34.0,8.0,O1a,HAC,6/23/2016 15:36,6/23/2016 15:36,0.01,4,2,9,3,0.7,0.34,0.08888888888888889,"(0.0, 4.0]",0
2016,0.1,55.111483,-116.074217,0.1,2.0,18.0,39.0,0.0,O1a,HAC,4/16/2016 17:07,4/16/2016 17:15,0.1,2,2,10,2,0.6666666666666666,0.39,0.0,"(0.0, 4.0]",0
2016,0.1,55.31755,-115.434567,0.1,0.0,22.0,28.0,0.0,O1a,HAC,4/17/2016 18:10,4/17/2016 18:13,0.1,4,2,10,2,0.7333333333333333,0.28,0.0,"(0.0, 4.0]",0
2016,0.1,55.91675,-115.65755,0.1,0.0,19.0,34.0,2.0,O1a,HAC,4/17/2016 18:59,4/17/2016 19:00,0.1,1,2,10,2,0.6833333333333333,0.34,0.022222222222222223,"(0.0, 4.0]",0
2016,0.5,55.332411,-116.593759,0.2,0.2,27.3,18.0,27.0,O1a,HAC,4/18/2016 16:10,4/18/2016 16:20,0.2,3,2,10,2,0.8216666666666667,0.18,0.3,"(0.0, 4.0]",0
2016,1.0,55.29835,-116.8603,0.9,0.0,27.0,19.0,13.0,S1,HAC,4/18/2016 17:40,4/18/2016 17:45,1.0,3,1,10,0,0.8166666666666667,0.19,0.14444444444444446,"(0.0, 4.0]",0
2016,0.85,55.685967,-116.412867,0.5,0.0,11.1,36.0,5.0,O1a,HAC,4/20/2016 14:00,4/20/2016 14:10,0.5,3,2,10,2,0.5516666666666666,0.36,0.05555555555555556,"(0.0, 4.0]",0
2016,0.5,56.527583,-115.355633,0.5,3.0,18.0,30.0,22.0,O1a,HAC,4/28/2016 19:00,4/28/2016 19:15,0.5,1,2,10,2,0.6666666666666666,0.3,0.24444444444444446,"(0.0, 4.0]",0
2016,0.01,55.301667,-114.854167,0.01,0.0,-1.0,65.0,0.0,O1b,HAC,5/1/2016 5:39,5/1/2016 5:43,0.1,1,1,8,2,0.35,0.65,0.0,"(0.0, 4.0]",0
2016,0.01,55.346629,-115.792676,0.01,0.0,17.0,47.0,0.0,O1a,HAC,5/1/2016 15:05,5/1/2016 15:05,0.01,1,1,10,2,0.6499999999999999,0.47000000000000003,0.0,"(0.0, 4.0]",0
2016,0.06,55.838,-114.296,1.0,0.5,20.0,32.0,5.0,M1,HAC,5/1/2016 16:08,5/1/2016 16:25,0.06,4,2,1,2,0.7,0.32,0.05555555555555556,"(0.0, 4.0]",0
2016,0.2,55.258217,-116.587717,0.2,0.5,32.0,20.0,6.0,M2,HAC,5/3/2016 16:16,5/3/2016 16:19,0.2,3,2,10,2,0.8999999999999999,0.2,0.06666666666666667,"(0.0, 4.0]",0
2016,0.01,55.281667,-114.793333,0.01,0.0,20.0,30.0,10.0,O1a,HAC,5/4/2016 10:30,5/4/2016 10:31,0.01,4,1,10,2,0.7,0.3,0.11111111111111112,"(0.0, 4.0]",0
2016,0.4,55.832633,-114.275833,0.4,3.0,26.0,16.0,8.0,M2,HAC,5/5/2016 12:26,5/5/2016 12:30,0.4,4,1,1,3,0.8,0.16,0.08888888888888889,"(0.0, 4.0]",0
2016,0.1,55.968617,-113.831667,0.1,1.0,28.0,18.0,8.0,O1a,HAC,5/7/2016 16:09,5/7/2016 16:13,0.1,4,1,10,3,0.8333333333333333,0.18,0.08888888888888889,"(0.0, 4.0]",0
2016,2.8,55.280013,-115.380183,0.1,0.0,17.0,22.0,10.0,O1a,HAC,5/13/2016 16:40,5/13/2016 16:50,0.2,3,2,10,2,0.6499999999999999,0.22,0.11111111111111112,"(0.0, 4.0]",0
2016,0.5,55.93955,-115.23645,0.5,0.5,19.0,27.0,1.0,O1b,HAC,5/14/2016 11:01,5/14/2016 11:05,0.5,4,2,6,2,0.6833333333333333,0.27,0.011111111111111112,"(0.0, 4.0]",0
2016,0.1,56.568133,-115.241633,0.1,2.0,20.0,18.0,5.0,O1a,HAC,5/14/2016 13:35,5/14/2016 13:40,0.1,4,1,10,2,0.7,0.18,0.05555555555555556,"(0.0, 4.0]",0
2016,2.75,55.33485,-116.596267,0.3,0.5,29.0,23.0,14.0,D1,HAC,5/16/2016 18:03,5/16/2016 18:12,0.4,3,2,10,2,0.85,0.23,0.15555555555555556,"(0.0, 4.0]",0
2016,0.01,55.181333,-113.976,0.01,0.0,31.0,42.0,3.0,O1b,HAC,5/31/2016 18:20,5/31/2016 18:22,0.01,4,2,6,2,0.8833333333333333,0.42,0.03333333333333333,"(0.0, 4.0]",0
2016,4.9,55.282933,-115.879417,1.5,0.5,21.0,37.0,24.0,O1b,HAC,6/3/2016 14:01,6/3/2016 14:10,1.5,4,2,6,2,0.7166666666666666,0.37,0.26666666666666666,"(4.0, 8.0]",1
2016,0.01,55.701983,-115.098783,0.01,0.0,8.0,85.0,0.0,M1,HAC,9/20/2016 14:05,9/20/2016 14:45,0.01,4,2,6,4,0.5,0.85,0.0,"(0.0, 4.0]",0
2016,0.01,55.703583,-115.09885,0.01,0.0,14.0,48.0,28.0,O1a,HAC,9/22/2016 15:50,9/22/2016 16:30,0.01,4,2,6,2,0.6,0.48,0.3111111111111111,"(0.0, 4.0]",0
2016,0.21,54.678117,-115.549183,0.2,1.0,16.0,22.0,3.0,O1a,HAC,4/16/2016 16:31,4/16/2016 16:50,0.2,4,2,6,3,0.6333333333333333,0.22,0.03333333333333333,"(0.0, 4.0]",0
2016,2.78,54.483083,-114.418467,0.2,3.0,25.0,14.0,5.0,C2,HAC,4/17/2016 13:28,4/17/2016 13:40,0.5,4,2,9,2,0.7833333333333333,0.14,0.05555555555555556,"(0.0, 4.0]",0
2016,0.84,54.40955,-114.70285,0.1,0.5,27.0,13.0,25.0,C2,HAC,4/18/2016 16:00,4/18/2016 16:20,0.2,3,2,10,3,0.8166666666666667,0.13,0.2777777777777778,"(0.0, 4.0]",0
2016,0.37,54.14384,-115.7805,0.1,1.0,28.0,29.0,4.0,O1a,HAC,5/2/2016 17:05,5/2/2016 17:15,0.1,4,2,9,2,0.8333333333333333,0.29,0.044444444444444446,"(0.0, 4.0]",0
2016,0.02,54.603,-115.549167,0.2,1.0,4.0,71.0,20.0,M2,FPD Staff,5/8/2016 17:30,5/8/2016 17:47,0.15,4,2,6,1,0.4333333333333333,0.71,0.22222222222222224,"(0.0, 4.0]",0
2015,1.2,51.626867,-115.3001,0.7,2.0,25.0,23.0,10.0,C2,HAC,5/22/2015 12:33,5/22/2015 12:40,0.7,4,2,9,2,0.7833333333333333,0.23,0.11111111111111112,"(0.0, 4.0]",0
2015,3.5,50.184933,-114.3196,2.0,0.0,2.0,60.0,10.0,D1,FPD Staff,2/24/2016 10:05,2/24/2016 10:30,2.0,4,2,9,2,0.39999999999999997,0.6,0.11111111111111112,"(0.0, 4.0]",0
2015,0.16,51.170467,-114.896967,0.16,2.0,12.0,36.0,10.0,M1,HAC,3/19/2016 16:18,3/19/2016 16:21,0.16,1,2,10,3,0.5666666666666667,0.36,0.11111111111111112,"(0.0, 4.0]",0
2015,0.01,53.20848,-116.79112,0.01,0.0,6.0,29.0,5.0,S2,HAC,4/13/2015 19:14,4/13/2015 19:25,0.01,4,1,4,2,0.4666666666666667,0.29,0.05555555555555556,"(0.0, 4.0]",0
2015,4.98,53.028417,-116.681017,0.5,0.5,20.0,15.0,10.0,O1a,RAP,5/10/2015 13:26,5/10/2015 13:26,0.5,4,2,4,3,0.7,0.15,0.11111111111111112,"(4.0, 8.0]",1
2015,0.3,53.439517,-116.2478,1.5,10.0,16.2,34.0,13.0,C2,Air Tanker,5/14/2015 17:53,5/14/2015 17:53,1.5,4,2,4,0,0.6366666666666666,0.34,0.14444444444444446,"(0.0, 4.0]",0
2015,0.01,53.611683,-115.695783,0.01,0.0,16.8,26.0,20.0,O1b,HAC,5/18/2015 14:58,5/18/2015 15:06,0.01,4,2,10,2,0.6466666666666667,0.26,0.22222222222222224,"(0.0, 4.0]",0
2015,0.2,53.708383,-115.502517,0.01,1.0,22.0,42.0,3.0,M2,HAC,5/26/2015 16:27,5/26/2015 16:38,0.1,4,2,6,0,0.7333333333333333,0.42,0.03333333333333333,"(0.0, 4.0]",0
2015,4.1,54.25245,-119.403333,3.5,0.1,5.0,73.0,0.0,M1,HAC,4/17/2015 9:10,4/17/2015 9:20,3.5,4,2,9,2,0.44999999999999996,0.73,0.0,"(4.0, 8.0]",1
2015,1.4,55.40975,-118.086483,3.0,7.0,21.0,18.0,5.0,M2,HAC,5/12/2015 14:30,5/12/2015 14:50,3.0,4,2,10,2,0.7166666666666666,0.18,0.05555555555555556,"(0.0, 4.0]",0
2015,0.3,55.870023,-119.304967,0.2,1.0,28.4,24.0,2.0,D1,HAC,5/24/2015 17:33,5/24/2015 18:00,0.02,4,2,6,2,0.84,0.24,0.022222222222222223,"(0.0, 4.0]",0
2015,0.01,55.65055,-119.51175,0.01,0.0,19.8,47.0,0.0,M2,HAC,5/26/2015 19:08,5/26/2015 19:20,0.01,4,2,5,3,0.6966666666666667,0.47000000000000003,0.0,"(0.0, 4.0]",0
2015,2.0,55.117838,-117.8054,2.0,0.0,16.0,45.0,4.0,O1b,FPD Staff,8/25/2015 14:00,8/25/2015 14:10,2.0,3,2,0,3,0.6333333333333333,0.45,0.044444444444444446,"(0.0, 4.0]",0
2015,0.01,54.671767,-118.270683,0.01,0.0,3.3,90.0,1.0,C1,HAC,12/7/2015 10:10,12/7/2015 10:26,0.01,4,1,9,3,0.42166666666666663,0.9,0.011111111111111112,"(0.0, 4.0]",0
2015,0.9,58.705883,-118.703683,0.9,1.0,4.0,35.0,5.0,O1a,HAC,4/15/2015 22:30,4/15/2015 22:35,0.9,1,2,10,2,0.4333333333333333,0.35000000000000003,0.05555555555555556,"(0.0, 4.0]",0
2015,7.88,58.487583,-116.377367,1.5,3.0,16.0,32.0,10.0,O1a,HAC,4/20/2015 17:40,4/20/2015 17:45,5.3,3,2,9,2,0.6333333333333333,0.32,0.11111111111111112,"(4.0, 8.0]",1
2015,0.5,58.5223,-117.083267,0.8,5.0,25.0,22.0,10.0,O1b,HAC,4/28/2015 14:03,4/28/2015 14:05,0.5,1,2,10,3,0.7833333333333333,0.22,0.11111111111111112,"(0.0, 4.0]",0
2015,2.51,58.707067,-118.674783,0.5,0.0,13.2,27.0,6.0,O1a,HAC,4/29/2015 10:08,4/29/2015 10:25,0.5,1,2,10,2,0.5866666666666667,0.27,0.06666666666666667,"(0.0, 4.0]",0
2015,19.99,58.837443,-118.731727,2.0,1.0,6.0,40.0,15.0,O1a,HAC,5/4/2015 9:45,5/4/2015 10:00,15.0,5,2,9,2,0.4666666666666667,0.4,0.16666666666666669,"(16.0, 20.0]",4
2015,121.1,58.511017,-115.5755,10.0,10.0,30.0,22.0,10.0,M2,HAC,5/13/2015 13:16,5/13/2015 13:25,5.0,4,0,9,2,0.8666666666666667,0.22,0.11111111111111112,"(40.0, inf]",10
2015,1.2,58.44195,-114.550567,0.2,0.5,25.0,20.0,10.0,D1,FPD Staff,5/13/2015 19:22,5/13/2015 19:30,0.3,1,2,10,2,0.7833333333333333,0.2,0.11111111111111112,"(0.0, 4.0]",0
2015,0.7,58.43715,-116.2454,0.5,2.0,29.0,40.0,4.0,M2,Air Tanker,5/21/2015 19:10,5/21/2015 19:10,0.5,1,2,10,2,0.85,0.4,0.044444444444444446,"(0.0, 4.0]",0
2015,0.01,58.762517,-117.323083,0.01,1.0,30.0,33.0,0.0,D1,HAC,5/23/2015 18:02,5/23/2015 18:10,0.05,3,2,9,2,0.8666666666666667,0.33,0.0,"(0.0, 4.0]",0
2015,0.1,58.271733,-115.9572,0.1,1.0,23.0,32.0,2.0,C2,HAC,5/28/2015 17:08,5/28/2015 17:12,0.1,3,2,10,2,0.75,0.32,0.022222222222222223,"(0.0, 4.0]",0
2015,7.03,58.2502,-117.3433,0.3,1.0,28.0,21.0,5.0,O1a,HAC,5/30/2015 16:35,5/30/2015 16:45,0.3,4,2,9,2,0.8333333333333333,0.21,0.05555555555555556,"(4.0, 8.0]",1
2015,0.01,58.762167,-117.331483,0.01,0.1,10.0,60.0,1.0,M1,FPD Staff,9/20/2015 16:45,9/20/2015 17:00,0.01,3,2,10,3,0.5333333333333333,0.6,0.011111111111111112,"(0.0, 4.0]",0
2015,1.5,58.713567,-118.767367,1.48,0.1,10.0,57.0,5.0,O1a,FPD Staff,10/18/2015 17:42,10/18/2015 17:55,1.34,1,2,10,3,0.5333333333333333,0.5700000000000001,0.05555555555555556,"(0.0, 4.0]",0
2015,2.5,54.618113,-111.835245,0.5,4.0,14.0,30.0,20.0,O1a,RAP,4/19/2015 15:51,4/19/2015 16:20,2.0,1,2,10,3,0.6,0.3,0.22222222222222224,"(0.0, 4.0]",0
2015,2.3,55.157145,-113.897556,1.5,2.0,12.0,28.0,5.0,O1a,HAC,4/19/2015 17:41,4/19/2015 17:55,1.7,3,2,10,2,0.5666666666666667,0.28,0.05555555555555556,"(0.0, 4.0]",0
2015,0.01,55.902638,-110.745595,0.01,0.5,12.0,45.0,5.0,D1,FPD Staff,4/20/2015 19:55,4/20/2015 20:00,0.01,3,2,10,2,0.5666666666666667,0.45,0.05555555555555556,"(0.0, 4.0]",0
2015,0.2,54.616817,-111.850517,0.2,0.0,4.0,69.0,0.0,O1a,HAC,4/21/2015 0:15,4/21/2015 0:15,0.2,1,2,10,2,0.4333333333333333,0.6900000000000001,0.0,"(0.0, 4.0]",0
2015,1.2,54.915696,-112.539586,0.4,0.1,20.0,30.0,5.0,O1a,RAP,4/21/2015 15:37,4/21/2015 15:40,0.4,3,2,10,0,0.7,0.3,0.05555555555555556,"(0.0, 4.0]",0
2015,1.7,54.9855,-111.5723,1.4,7.0,19.0,22.0,24.0,O1a,RAP,4/22/2015 15:02,4/22/2015 15:03,1.4,1,1,10,0,0.6833333333333333,0.22,0.26666666666666666,"(0.0, 4.0]",0
2015,0.05,55.905633,-110.747883,0.05,0.1,13.1,22.0,15.0,O1a,HAC,4/22/2015 16:46,4/22/2015 17:30,0.05,3,2,10,2,0.585,0.22,0.16666666666666669,"(0.0, 4.0]",0
2015,0.01,55.932,-110.72435,0.01,1.0,15.0,20.0,20.0,O1a,FTAC,4/22/2015 17:26,4/22/2015 17:36,0.01,1,2,10,2,0.6166666666666667,0.2,0.22222222222222224,"(0.0, 4.0]",0
2015,0.01,55.940433,-110.718467,0.01,0.0,6.0,30.0,15.0,O1a,FPD Staff,4/25/2015 12:10,4/25/2015 12:13,0.1,1,2,10,2,0.4666666666666667,0.3,0.16666666666666669,"(0.0, 4.0]",0
2015,1.3,54.61735,-111.826129,0.7,7.0,9.0,40.0,10.0,O1a,RAP,4/25/2015 13:31,4/25/2015 13:40,0.7,1,1,10,0,0.5166666666666666,0.4,0.11111111111111112,"(0.0, 4.0]",0
2015,0.1,55.938954,-110.719491,0.1,0.0,6.0,24.0,10.0,O1b,FTAC,4/25/2015 17:20,4/25/2015 17:20,0.1,1,2,10,2,0.4666666666666667,0.24,0.11111111111111112,"(0.0, 4.0]",0
2015,0.01,55.931727,-110.725936,0.01,2.0,15.0,59.0,8.0,O1a,HAC,4/25/2015 17:37,4/25/2015 17:37,0.01,1,1,10,2,0.6166666666666667,0.59,0.08888888888888889,"(0.0, 4.0]",0
2015,7.1,54.740391,-111.705557,1.4,7.0,18.0,27.0,22.0,O1a,RAP,4/26/2015 13:30,4/26/2015 13:41,1.4,4,2,9,0,0.6666666666666666,0.27,0.24444444444444446,"(4.0, 8.0]",1
2015,0.1,55.9174,-110.741333,0.1,2.0,12.0,25.0,5.0,O1a,HAC,4/26/2015 13:40,4/26/2015 13:45,0.1,1,2,10,2,0.5666666666666667,0.25,0.05555555555555556,"(0.0, 4.0]",0
2015,0.01,55.676933,-111.0907,0.01,1.0,17.0,30.0,10.0,S2,HAC,4/27/2015 15:40,4/27/2015 15:50,0.01,4,1,4,3,0.6499999999999999,0.3,0.11111111111111112,"(0.0, 4.0]",0
2015,0.01,54.9111,-112.062633,0.01,0.0,17.0,20.0,15.0,O1a,RAP,4/27/2015 17:15,4/27/2015 17:25,0.01,3,2,10,2,0.6499999999999999,0.2,0.16666666666666669,"(0.0, 4.0]",0
2015,0.1,55.929417,-110.72235,0.1,0.0,24.0,25.0,25.0,O1a,FTAC,4/28/2015 17:05,4/28/2015 17:05,0.1,1,2,10,3,0.7666666666666666,0.25,0.2777777777777778,"(0.0, 4.0]",0
2015,0.1,56.011674,-110.569309,0.01,1.0,6.0,38.0,8.0,O1a,HAC,4/24/2015 18:55,4/28/2015 12:00,0.1,4,1,10,2,0.4666666666666667,0.38,0.08888888888888889,"(0.0, 4.0]",0
2015,0.01,55.239333,-113.197517,0.01,2.0,13.0,43.0,7.0,O1a,HAC,4/29/2015 15:46,4/29/2015 15:55,0.01,3,1,10,3,0.5833333333333333,0.43,0.07777777777777778,"(0.0, 4.0]",0
2015,0.1,55.903683,-110.749917,0.1,0.0,12.0,37.0,19.0,O1a,FTAC,5/1/2015 10:40,5/1/2015 10:45,0.1,3,2,10,3,0.5666666666666667,0.37,0.2111111111111111,"(0.0, 4.0]",0
2015,0.01,55.902617,-110.7488,0.01,0.1,13.0,40.0,5.0,O1a,FTAC,5/4/2015 15:00,5/4/2015 15:04,0.01,3,1,10,0,0.5833333333333333,0.4,0.05555555555555556,"(0.0, 4.0]",0
2015,0.01,55.3317,-113.277545,0.01,0.0,8.0,44.0,3.0,O1a,HAC,5/9/2015 12:45,5/9/2015 12:50,0.01,4,2,9,2,0.5,0.44,0.03333333333333333,"(0.0, 4.0]",0
2015,0.47,54.56005,-111.242933,0.3,0.0,12.0,34.0,8.0,O1a,RAP,5/9/2015 16:50,5/9/2015 17:22,0.47,4,2,9,2,0.5666666666666667,0.34,0.08888888888888889,"(0.0, 4.0]",0
2015,6.3,54.674513,-113.984994,3.0,2.0,20.0,21.0,7.0,O1a,HAC,5/12/2015 15:31,5/12/2015 15:39,3.0,3,2,0,2,0.7,0.21,0.07777777777777778,"(4.0, 8.0]",1
2015,12.4,55.818783,-111.437167,1.0,2.0,10.2,1.0,10.0,D1,RAP,5/14/2015 15:00,5/14/2015 15:08,13.4,4,2,6,2,0.5366666666666666,0.01,0.11111111111111112,"(12.0, 16.0]",3
2015,0.6,55.841467,-110.887817,0.2,3.0,16.0,24.0,3.0,C2,HAC,5/14/2015 18:52,5/14/2015 19:05,0.2,4,0,10,2,0.6333333333333333,0.24,0.03333333333333333,"(0.0, 4.0]",0
2015,7.2,54.560883,-111.226483,2.0,7.0,19.0,25.0,36.0,O1a,HAC,5/16/2015 14:38,5/16/2015 14:50,2.0,4,1,9,2,0.6833333333333333,0.25,0.4,"(4.0, 8.0]",1
2015,0.11,54.91565,-113.478267,0.1,0.1,17.0,20.0,15.0,M2,HAC,5/16/2015 16:30,5/16/2015 16:30,0.1,4,2,9,2,0.6499999999999999,0.2,0.16666666666666669,"(0.0, 4.0]",0
2015,0.2,54.910433,-113.476483,0.1,0.1,17.0,23.0,10.0,M2,HAC,5/16/2015 16:30,5/16/2015 16:30,0.1,4,2,9,2,0.6499999999999999,0.23,0.11111111111111112,"(0.0, 4.0]",0
2015,2.0,55.763119,-112.067404,0.2,8.0,13.0,21.0,23.0,O1a,HAC,5/17/2015 12:36,5/17/2015 12:43,0.2,4,2,9,2,0.5833333333333333,0.21,0.2555555555555556,"(0.0, 4.0]",0
2015,2.4,54.53975,-111.279685,1.5,25.0,15.0,20.0,18.0,C2,HAC,5/17/2015 13:02,5/17/2015 13:20,1.7,4,2,9,2,0.6166666666666667,0.2,0.2,"(0.0, 4.0]",0
2015,0.1,54.537467,-111.241333,0.1,1.0,10.0,30.0,15.0,M1,HAC,5/17/2015 19:14,5/17/2015 19:15,0.1,4,2,9,2,0.5333333333333333,0.3,0.16666666666666669,"(0.0, 4.0]",0
2015,5.3,54.5025,-111.794167,3.0,8.0,23.0,25.0,10.0,O1a,HAC,5/19/2015 18:40,5/19/2015 18:40,3.0,3,2,0,2,0.75,0.25,0.11111111111111112,"(4.0, 8.0]",1
2015,31997.0,54.807133,-110.364883,8.0,50.0,26.0,14.0,3.0,C1,HAC,5/22/2015 15:19,5/22/2015 15:31,8.0,0,0,4,2,0.8,0.14,0.03333333333333333,"(40.0, inf]",10
2015,500.0,55.829167,-111.045833,20.0,10.0,21.0,59.0,15.0,C2,RAP,5/25/2015 15:03,5/25/2015 15:03,20.0,4,0,4,0,0.7166666666666666,0.59,0.16666666666666669,"(40.0, inf]",10
2015,2130.8,55.828312,-110.984887,0.01,10.0,21.0,59.0,15.0,C2,RAP,5/25/2015 14:54,5/25/2015 15:00,30.0,4,0,4,0,0.7166666666666666,0.59,0.16666666666666669,"(40.0, inf]",10
2015,1.2,55.249673,-113.196822,0.25,2.0,20.0,27.0,30.0,M2,RAP,6/8/2015 13:45,6/8/2015 13:50,0.5,4,2,9,3,0.7,0.27,0.33333333333333337,"(0.0, 4.0]",0
2015,0.74,56.09,-110.895,0.4,0.5,22.0,32.0,10.0,M2,RAP,6/24/2015 13:40,6/24/2015 13:50,0.74,3,2,8,3,0.7333333333333333,0.32,0.11111111111111112,"(0.0, 4.0]",0
2015,0.01,55.195283,-113.167533,0.01,0.0,20.0,36.0,2.0,M2,HAC,8/2/2015 19:30,8/2/2015 19:30,0.01,4,1,9,2,0.7,0.36,0.022222222222222223,"(0.0, 4.0]",0
2015,0.01,54.898867,-113.157417,0.01,0.0,21.0,40.0,5.0,M1,HAC,8/3/2015 15:20,8/3/2015 15:20,0.01,4,1,9,2,0.7166666666666666,0.4,0.05555555555555556,"(0.0, 4.0]",0
2015,0.7,55.008183,-110.19855,0.7,0.0,17.0,40.0,11.0,O1a,HAC,8/13/2015 17:33,8/13/2015 17:34,0.7,0,2,2,3,0.6499999999999999,0.4,0.12222222222222223,"(0.0, 4.0]",0
2015,0.01,55.269267,-113.237133,0.01,0.0,18.0,40.0,5.0,M2,HAC,8/30/2015 18:00,8/30/2015 18:10,0.01,1,1,9,4,0.6666666666666666,0.4,0.05555555555555556,"(0.0, 4.0]",0
2015,0.4,56.6585,-111.046167,0.5,5.0,31.0,12.0,3.0,M2,HAC,5/21/2015 12:42,5/21/2015 12:52,0.5,4,2,10,2,0.8833333333333333,0.12,0.03333333333333333,"(0.0, 4.0]",0
2015,0.01,56.367417,-111.283733,0.01,1.0,15.0,61.0,8.0,C2,HAC,6/8/2015 9:00,6/8/2015 9:08,0.01,5,1,9,2,0.6166666666666667,0.61,0.08888888888888889,"(0.0, 4.0]",0
2015,0.01,56.766767,-111.73455,0.01,2.0,25.0,46.0,17.0,C2,FPD Staff,6/25/2015 15:55,6/25/2015 16:10,0.01,4,2,9,2,0.7833333333333333,0.46,0.18888888888888888,"(0.0, 4.0]",0
2015,0.01,56.6602,-111.2338,0.01,0.0,24.0,30.0,5.0,O1b,HAC,7/5/2015 16:45,7/5/2015 16:55,0.01,4,1,9,2,0.7666666666666666,0.3,0.05555555555555556,"(0.0, 4.0]",0
2015,0.1,56.75655,-111.681817,0.1,0.9,22.0,45.0,20.0,C2,HAC,7/10/2015 16:39,7/10/2015 16:45,0.1,4,1,9,3,0.7333333333333333,0.45,0.22222222222222224,"(0.0, 4.0]",0
2015,0.02,57.254767,-111.746033,0.02,0.5,3.0,70.0,0.0,C2,FPD Staff,10/29/2015 14:00,10/29/2015 14:03,0.02,4,1,9,3,0.41666666666666663,0.7000000000000001,0.0,"(0.0, 4.0]",0
2015,0.38,56.719133,-111.509617,0.38,0.0,-7.0,70.0,3.0,C2,FPD Staff,12/31/2015 10:45,12/31/2015 10:50,0.38,4,1,9,2,0.24999999999999997,0.7000000000000001,0.03333333333333333,"(0.0, 4.0]",0
2015,0.02,56.684297,-111.384317,0.02,0.0,-11.0,42.0,0.0,C2,FPD Staff,1/2/2016 11:35,1/2/2016 12:00,0.02,4,1,9,2,0.18333333333333332,0.42,0.0,"(0.0, 4.0]",0
2015,0.5,56.109683,-116.818333,0.5,10.0,22.2,29.0,9.0,O1a,HAC,4/28/2015 15:36,4/28/2015 15:47,0.5,3,2,10,3,0.7366666666666666,0.29,0.1,"(0.0, 4.0]",0
2015,0.01,56.468883,-116.39135,0.01,0.0,10.0,35.0,15.0,M2,FTAC,5/29/2015 8:40,5/29/2015 8:45,0.01,4,2,9,2,0.5333333333333333,0.35000000000000003,0.16666666666666669,"(0.0, 4.0]",0
2015,4.5,57.962583,-117.581183,1.0,3.0,19.0,22.0,15.0,O1a,Air Tanker,6/2/2015 15:24,6/2/2015 15:35,1.0,4,2,8,2,0.6833333333333333,0.22,0.16666666666666669,"(4.0, 8.0]",1
2015,0.6,57.72065,-117.69405,0.1,2.0,18.0,40.0,12.0,O1a,HAC,6/2/2015 15:19,6/2/2015 17:05,0.6,4,2,6,2,0.6666666666666666,0.4,0.13333333333333333,"(0.0, 4.0]",0
2015,0.1,56.481133,-116.726933,0.1,0.1,24.0,34.0,0.0,O1b,FTAC,6/24/2015 15:24,6/24/2015 15:29,0.1,4,2,10,2,0.7666666666666666,0.34,0.0,"(0.0, 4.0]",0
2015,0.3,56.524433,-117.990033,0.5,1.0,20.0,45.0,0.0,O1b,HAC,7/15/2015 14:02,7/15/2015 14:05,0.5,3,2,0,3,0.7,0.45,0.0,"(0.0, 4.0]",0
